Date,WIP,,Date,,,,date,all_wpd,,Date,,,Date,WIP,MOVE,,Date,WIP,MOVE
2022/3/27,50,,,,,,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,,,,,,
2022/3/27,109,,,,,,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,,,,,,
2022/4/23,142,,,,,,,,,,,,,,,,,,
2022/4/23,303,,,,,,,,,,,,,,,,,,
2022/4/23,175,,,,,,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,,,,,,
2022/4/23,370,,,,,,,,,,,,,,,,,,
2022/4/23,50,,,,,,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,,,,,,
2022/4/23,96,,,,,,,,,,,,,,,,,,
2022/4/23,150,,,,,,,,,,,,,,,,,,
2022/4/23,50,,,,,,,,,,,,,,,,,,
2022/2/21,74,,,,,,,,,,,,,,,,,,
2022/2/21,286,,,,,,,,,,,,,,,,,,
2022/2/21,310,,,,,,,,,,,,,,,,,,
2022/2/21,174,,,,,,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,,,,,,
2022/2/21,552,,,,,,,,,,,,,,,,,,
2022/2/21,374,,,,,,,,,,,,,,,,,,
2022/2/21,100,,,,,,,,,,,,,,,,,,
2022/3/22,443,,,,,,,,,,,,,,,,,,
2022/3/22,25,,,,,,,,,,,,,,,,,,
2022/3/22,25,,,,,,,,,,,,,,,,,,
2022/3/22,21,,,,,,,,,,,,,,,,,,
2022/3/22,0,,,,,,,,,,,,,,,,,,
2022/3/22,336,,,,,,,,,,,,,,,,,,
2022/2/19,50,,,,,,,,,,,,,,,,,,
2022/2/19,146,,,,,,,,,,,,,,,,,,
2022/2/19,375,,,,,,,,,,,,,,,,,,
2022/2/19,442,,,,,,,,,,,,,,,,,,
2022/2/19,0,,,,,,,,,,,,,,,,,,
2022/2/19,225,,,,,,,,,,,,,,,,,,
2022/2/19,200,,,,,,,,,,,,,,,,,,
2022/2/19,125,,,,,,,,,,,,,,,,,,
2022/2/19,101,,,,,,,,,,,,,,,,,,
2022/4/10,1000,,,,,,,,,,,,,,,,,,
2022/4/10,125,,,,,,,,,,,,,,,,,,
2022/4/10,75,,,,,,,,,,,,,,,,,,
2022/4/10,820,,,,,,,,,,,,,,,,,,
2022/4/10,1988,,,,,,,,,,,,,,,,,,
2022/4/10,225,,,,,,,,,,,,,,,,,,
2022/4/10,96,,,,,,,,,,,,,,,,,,
2022/4/10,2,,,,,,,,,,,,,,,,,,
2022/4/10,67,,,,,,,,,,,,,,,,,,
2022/4/10,79,,,,,,,,,,,,,,,,,,
2022/3/27,50,,,,,,,,,,,,,,,,,,
2022/4/23,247,,,,,,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,,,,,,
2022/4/23,175,,,,,,,,,,,,,,,,,,
2022/4/23,430,,,,,,,,,,,,,,,,,,
2022/4/23,23,,,,,,,,,,,,,,,,,,
2022/4/23,275,,,,,,,,,,,,,,,,,,
2022/4/23,118,,,,,,,,,,,,,,,,,,
2022/8/17,1358,,,,,,,,,,,,,,,,,,
2022/8/17,544,,,,,,,,,,,,,,,,,,
2022/8/17,325,,,,,,,,,,,,,,,,,,
2022/8/17,175,,,,,,,,,,,,,,,,,,
2022/8/17,198,,,,,,,,,,,,,,,,,,
2022/3/22,325,,,,,,,,,,,,,,,,,,
2022/3/22,971,,,,,,,,,,,,,,,,,,
2022/3/22,551,,,,,,,,,,,,,,,,,,
2022/3/22,0,,,,,,,,,,,,,,,,,,
2022/3/22,21,,,,,,,,,,,,,,,,,,
2022/3/22,3101,,,,,,,,,,,,,,,,,,
2022/2/19,0,,,,,,,,,,,,,,,,,,
2022/2/19,188,,,,,,,,,,,,,,,,,,
2022/2/19,0,,,,,,,,,,,,,,,,,,
2021/9/28,274,,,,,,,,,,,,,,,,,,
2021/9/28,121,,,,,,,,,,,,,,,,,,
2021/9/28,500,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2021/9/28,146,,,,,,,,,,,,,,,,,,
2021/9/28,1878,,,,,,,,,,,,,,,,,,
2021/9/28,125,,,,,,,,,,,,,,,,,,
2021/9/28,75,,,,,,,,,,,,,,,,,,
2021/9/28,50,,,,,,,,,,,,,,,,,,
2021/9/28,845,,,,,,,,,,,,,,,,,,
2021/9/28,50,,,,,,,,,,,,,,,,,,
2021/9/28,191,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2022/2/18,25,,,,,,,,,,,,,,,,,,
2022/2/18,376,,,,,,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,,,,,,
2022/2/18,264,,,,,,,,,,,,,,,,,,
2022/2/18,100,,,,,,,,,,,,,,,,,,
2022/2/18,51,,,,,,,,,,,,,,,,,,
2022/2/18,100,,,,,,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,,,,,,
2021/10/16,1025,,,,,,,,,,,,,,,,,,
2021/10/16,354,,,,,,,,,,,,,,,,,,
2021/10/16,523,,,,,,,,,,,,,,,,,,
2021/11/10,25,,,,,,,,,,,,,,,,,,
2022/8/17,0,,,,,,,,,,,,,,,,,,
2022/8/17,1000,,,,,,,,,,,,,,,,,,
2022/8/17,480,,,,,,,,,,,,,,,,,,
2022/8/17,1691,,,,,,,,,,,,,,,,,,
2022/8/17,0,,,,,,,,,,,,,,,,,,
2022/8/17,611,,,,,,,,,,,,,,,,,,
2022/3/22,0,,,,,,,,,,,,,,,,,,
2022/3/22,0,,,,,,,,,,,,,,,,,,
2022/1/29,42,,,,,,,,,,,,,,,,,,
2022/1/29,1598,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2021/9/28,69,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2021/9/28,50,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2021/9/28,900,,,,,,,,,,,,,,,,,,
2021/9/28,277,,,,,,,,,,,,,,,,,,
2021/9/28,425,,,,,,,,,,,,,,,,,,
2021/9/28,25,,,,,,,,,,,,,,,,,,
2021/9/28,534,,,,,,,,,,,,,,,,,,
2021/9/28,324,,,,,,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,,,,,,
2022/2/18,30,,,,,,,,,,,,,,,,,,
2022/2/18,167,,,,,,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,,,,,,
2022/2/18,138,,,,,,,,,,,,,,,,,,
2021/11/10,1388,,,,,,,,,,,,,,,,,,
2021/11/10,921,,,,,,,,,,,,,,,,,,
2021/11/10,77,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,75,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,139,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2022/8/17,167,,,,,,,,,,,,,,,,,,
2022/8/17,350,,,,,,,,,,,,,,,,,,
2022/8/17,50,,,,,,,,,,,,,,,,,,
2022/8/17,318,,,,,,,,,,,,,,,,,,
2022/8/17,350,,,,,,,,,,,,,,,,,,
2022/8/17,484,,,,,,,,,,,,,,,,,,
2022/8/17,175,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/1/29,117,,,,,,,,,,,,,,,,,,
2022/1/29,71,,,,,,,,,,,,,,,,,,
2022/1/29,672,,,,,,,,,,,,,,,,,,
2022/1/29,183,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2021/9/28,348,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2021/9/28,1198,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2021/9/28,50,,,,,,,,,,,,,,,,,,
2021/9/28,269,,,,,,,,,,,,,,,,,,
2021/9/28,25,,,,,,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,,,,,,
2021/9/28,99,,,,,,,,,,,,,,,,,,
2022/4/21,200,,,,,,,,,,,,,,,,,,
2022/4/21,1336,,,,,,,,,,,,,,,,,,
2022/4/21,4591,,,,,,,,,,,,,,,,,,
2022/2/18,25,,,,,,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,,,,,,
2022/2/18,75,,,,,,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,,,,,,
2022/2/18,21,,,,,,,,,,,,,,,,,,
2022/2/18,220,,,,,,,,,,,,,,,,,,
2022/1/12,27,,,,,,,,,,,,,,,,,,
2022/1/12,74,,,,,,,,,,,,,,,,,,
2021/8/31,672,,,,,,,,,,,,,,,,,,
2021/8/31,677,,,,,,,,,,,,,,,,,,
2021/8/31,225,,,,,,,,,,,,,,,,,,
2021/8/31,100,,,,,,,,,,,,,,,,,,
2021/8/31,88,,,,,,,,,,,,,,,,,,
2021/8/31,1929,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,1627,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,,,,,,
2021/11/10,104,,,,,,,,,,,,,,,,,,
2022/8/17,150,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/1/29,175,,,,,,,,,,,,,,,,,,
2022/1/29,494,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/1/29,2299,,,,,,,,,,,,,,,,,,
2022/1/29,50,,,,,,,,,,,,,,,,,,
2022/1/29,1294,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/1/29,25,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/4/21,200,,,,,,,,,,,,,,,,,,
2022/4/21,88,,,,,,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,,,,,,
2022/4/21,392,,,,,,,,,,,,,,,,,,
2022/4/21,328,,,,,,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,,,,,,
2022/4/21,50,,,,,,,,,,,,,,,,,,
2022/4/21,25,,,,,,,,,,,,,,,,,,
2022/4/21,25,,,,,,,,,,,,,,,,,,
2022/4/21,349,,,,,,,,,,,,,,,,,,
2022/1/12,12,,,,,,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,,,,,,
2022/1/12,34,,,,,,,,,,,,,,,,,,
2022/1/12,123,,,,,,,,,,,,,,,,,,
2022/1/12,25,,,,,,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,,,,,,
2021/8/31,550,,,,,,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,,,,,,
2021/8/31,321,,,,,,,,,,,,,,,,,,
2021/8/31,224,,,,,,,,,,,,,,,,,,
2021/8/31,225,,,,,,,,,,,,,,,,,,
2021/11/10,275,,,,,,,,,,,,,,,,,,
2021/11/10,69,,,,,,,,,,,,,,,,,,
2021/11/10,22,,,,,,,,,,,,,,,,,,
2021/11/10,996,,,,,,,,,,,,,,,,,,
2021/11/10,1014,,,,,,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,,,,,,
2022/1/29,714,,,,,,,,,,,,,,,,,,
2022/1/29,450,,,,,,,,,,,,,,,,,,
2022/1/29,211,,,,,,,,,,,,,,,,,,
2022/6/18,7076,,,,,,,,,,,,,,,,,,
2022/6/18,175,,,,,,,,,,,,,,,,,,
2022/6/18,684,,,,,,,,,,,,,,,,,,
2022/4/21,25,,,,,,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,,,,,,
2022/4/21,21,,,,,,,,,,,,,,,,,,
2022/4/21,117,,,,,,,,,,,,,,,,,,
2022/4/21,475,,,,,,,,,,,,,,,,,,
2022/4/21,1375,,,,,,,,,,,,,,,,,,
2022/4/21,25,,,,,,,,,,,,,,,,,,
2022/4/21,990,,,,,,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,,,,,,
2022/1/12,19,,,,,,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,,,,,,
2022/1/12,678,,,,,,,,,,,,,,,,,,
2022/1/12,443,,,,,,,,,,,,,,,,,,
2022/1/12,99,,,,,,,,,,,,,,,,,,
2022/1/12,30,,,,,,,,,,,,,,,,,,
2021/8/31,25,,,,,,,,,,,,,,,,,,
2021/8/31,25,,,,,,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,,,,,,
2021/8/31,194,,,,,,,,,,,,,,,,,,
2021/8/31,100,,,,,,,,,,,,,,,,,,
2021/8/31,307,,,,,,,,,,,,,,,,,,
2021/8/31,421,,,,,,,,,,,,,,,,,,
2021/8/31,300,,,,,,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,,,,,,
2021/10/16,2474,,,,,,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,,,,,,
2021/10/16,21,,,,,,,,,,,,,,,,,,
2021/10/16,574,,,,,,,,,,,,,,,,,,
2021/10/16,2463,,,,,,,,,,,,,,,,,,
2021/10/16,25,,,,,,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,,,,,,
2021/10/16,1091,,,,,,,,,,,,,,,,,,
2021/10/16,321,,,,,,,,,,,,,,,,,,
2021/10/16,340,,,,,,,,,,,,,,,,,,
2022/6/18,6597,,,,,,,,,,,,,,,,,,
2022/6/18,264,,,,,,,,,,,,,,,,,,
2022/6/18,1114,,,,,,,,,,,,,,,,,,
2022/6/18,276,,,,,,,,,,,,,,,,,,
2022/6/18,100,,,,,,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,,,,,,
2022/6/18,694,,,,,,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,,,,,,
2022/4/21,387,,,,,,,,,,,,,,,,,,
2022/4/21,814,,,,,,,,,,,,,,,,,,
2022/4/21,279,,,,,,,,,,,,,,,,,,
2022/4/21,196,,,,,,,,,,,,,,,,,,
2022/4/21,125,,,,,,,,,,,,,,,,,,
2022/4/21,828,,,,,,,,,,,,,,,,,,
2022/4/21,175,,,,,,,,,,,,,,,,,,
2022/4/21,27,,,,,,,,,,,,,,,,,,
2022/4/21,6,,,,,,,,,,,,,,,,,,
2022/4/21,25,,,,,,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,,,,,,
2022/4/21,296,,,,,,,,,,,,,,,,,,
2022/4/21,350,,,,,,,,,,,,,,,,,,
2022/4/21,100,,,,,,,,,,,,,,,,,,
2022/4/21,25,,,,,,,,,,,,,,,,,,
2022/1/12,75,,,,,,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,,,,,,
2022/1/12,125,,,,,,,,,,,,,,,,,,
2022/1/12,775,,,,,,,,,,,,,,,,,,
2022/1/12,59,,,,,,,,,,,,,,,,,,
2021/8/31,325,,,,,,,,,,,,,,,,,,
2021/8/31,400,,,,,,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,,,,,,
2021/8/31,100,,,,,,,,,,,,,,,,,,
2021/8/31,25,,,,,,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,,,,,,
2021/8/31,37,,,,,,,,,,,,,,,,,,
2021/8/31,25,,,,,,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,,,,,,
2021/8/31,676,,,,,,,,,,,,,,,,,,
2021/10/16,75,,,,,,,,,,,,,,,,,,
2021/10/16,170,,,,,,,,,,,,,,,,,,
2021/10/16,565,,,,,,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,,,,,,
2022/3/26,225,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/6/18,2,,,,,,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,,,,,,
2022/6/18,125,,,,,,,,,,,,,,,,,,
2022/6/18,175,,,,,,,,,,,,,,,,,,
2022/6/18,561,,,,,,,,,,,,,,,,,,
2022/6/18,960,,,,,,,,,,,,,,,,,,
2022/6/18,234,,,,,,,,,,,,,,,,,,
2022/6/18,215,,,,,,,,,,,,,,,,,,
2022/6/18,2183,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2021/12/22,323,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2022/3/26,34,,,,,,,,,,,,,,,,,,
2022/3/26,88,,,,,,,,,,,,,,,,,,
2022/3/26,25,,,,,,,,,,,,,,,,,,
2022/3/26,649,,,,,,,,,,,,,,,,,,
2022/3/26,71,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,126,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,1517,,,,,,,,,,,,,,,,,,
2022/3/26,124,,,,,,,,,,,,,,,,,,
2022/3/26,1080,,,,,,,,,,,,,,,,,,
2022/3/26,474,,,,,,,,,,,,,,,,,,
2022/6/18,473,,,,,,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,,,,,,
2022/6/18,142,,,,,,,,,,,,,,,,,,
2022/6/18,225,,,,,,,,,,,,,,,,,,
2022/6/18,473,,,,,,,,,,,,,,,,,,
2022/6/18,344,,,,,,,,,,,,,,,,,,
2022/5/5,96,,,,,,,,,,,,,,,,,,
2022/5/5,21,,,,,,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2021/12/22,21,,,,,,,,,,,,,,,,,,
2021/12/22,9,,,,,,,,,,,,,,,,,,
2021/12/22,250,,,,,,,,,,,,,,,,,,
2021/12/22,190,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2022/3/26,254,,,,,,,,,,,,,,,,,,
2022/3/26,25,,,,,,,,,,,,,,,,,,
2022/3/26,420,,,,,,,,,,,,,,,,,,
2022/3/26,81,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,671,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/5/5,1074,,,,,,,,,,,,,,,,,,
2022/5/5,15,,,,,,,,,,,,,,,,,,
2022/5/5,122,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2021/12/22,204,,,,,,,,,,,,,,,,,,
2021/12/22,96,,,,,,,,,,,,,,,,,,
2021/12/22,50,,,,,,,,,,,,,,,,,,
2021/12/22,497,,,,,,,,,,,,,,,,,,
2021/12/22,96,,,,,,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,,,,,,
2021/12/22,75,,,,,,,,,,,,,,,,,,
2021/12/22,1093,,,,,,,,,,,,,,,,,,
2021/12/22,67,,,,,,,,,,,,,,,,,,
2022/2/14,471,,,,,,,,,,,,,,,,,,
2022/2/14,532,,,,,,,,,,,,,,,,,,
2022/2/14,488,,,,,,,,,,,,,,,,,,
2022/3/26,1000,,,,,,,,,,,,,,,,,,
2022/3/26,599,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,100,,,,,,,,,,,,,,,,,,
2022/3/26,861,,,,,,,,,,,,,,,,,,
2022/3/26,50,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,325,,,,,,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,,,,,,
2022/3/26,21,,,,,,,,,,,,,,,,,,
2022/5/5,121,,,,,,,,,,,,,,,,,,
2022/5/5,75,,,,,,,,,,,,,,,,,,
2022/5/5,100,,,,,,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,,,,,,
2022/5/5,19,,,,,,,,,,,,,,,,,,
2022/5/5,636,,,,,,,,,,,,,,,,,,
2022/5/5,191,,,,,,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,,,,,,
2021/12/22,50,,,,,,,,,,,,,,,,,,
2021/12/22,120,,,,,,,,,,,,,,,,,,
2021/12/22,42,,,,,,,,,,,,,,,,,,
2021/12/22,25,,,,,,,,,,,,,,,,,,
2021/12/22,50,,,,,,,,,,,,,,,,,,
2021/12/22,121,,,,,,,,,,,,,,,,,,
2021/10/8,525,,,,,,,,,,,,,,,,,,
2022/2/14,174,,,,,,,,,,,,,,,,,,
2022/2/14,175,,,,,,,,,,,,,,,,,,
2022/2/14,450,,,,,,,,,,,,,,,,,,
2022/2/14,150,,,,,,,,,,,,,,,,,,
2022/2/14,150,,,,,,,,,,,,,,,,,,
2022/2/14,175,,,,,,,,,,,,,,,,,,
2021/12/26,506,,,,,,,,,,,,,,,,,,
2021/12/26,150,,,,,,,,,,,,,,,,,,
2021/12/26,96,,,,,,,,,,,,,,,,,,
2021/12/26,125,,,,,,,,,,,,,,,,,,
2021/12/26,75,,,,,,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,,,,,,
2021/12/26,1592,,,,,,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,,,,,,
2022/5/5,625,,,,,,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,,,,,,
2021/10/8,897,,,,,,,,,,,,,,,,,,
2021/10/8,863,,,,,,,,,,,,,,,,,,
2021/10/8,50,,,,,,,,,,,,,,,,,,
2021/10/8,597,,,,,,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,,,,,,
2021/10/8,250,,,,,,,,,,,,,,,,,,
2021/10/8,300,,,,,,,,,,,,,,,,,,
2021/10/8,192,,,,,,,,,,,,,,,,,,
2022/2/14,25,,,,,,,,,,,,,,,,,,
2022/2/14,75,,,,,,,,,,,,,,,,,,
2022/2/14,346,,,,,,,,,,,,,,,,,,
2022/2/14,50,,,,,,,,,,,,,,,,,,
2022/2/14,113,,,,,,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,,,,,,
2021/12/26,575,,,,,,,,,,,,,,,,,,
2021/12/26,196,,,,,,,,,,,,,,,,,,
2021/12/26,665,,,,,,,,,,,,,,,,,,
2021/12/26,299,,,,,,,,,,,,,,,,,,
2021/12/26,250,,,,,,,,,,,,,,,,,,
2021/12/26,196,,,,,,,,,,,,,,,,,,
2021/12/18,105,,,,,,,,,,,,,,,,,,
2021/12/18,287,,,,,,,,,,,,,,,,,,
2021/12/18,25,,,,,,,,,,,,,,,,,,
2021/12/18,50,,,,,,,,,,,,,,,,,,
2021/10/8,225,,,,,,,,,,,,,,,,,,
2021/10/8,175,,,,,,,,,,,,,,,,,,
2021/10/8,50,,,,,,,,,,,,,,,,,,
2021/10/8,200,,,,,,,,,,,,,,,,,,
2021/10/8,246,,,,,,,,,,,,,,,,,,
2021/10/8,662,,,,,,,,,,,,,,,,,,
2022/8/15,859,,,,,,,,,,,,,,,,,,
2022/8/15,0,,,,,,,,,,,,,,,,,,
2022/8/15,715,,,,,,,,,,,,,,,,,,
2022/8/15,0,,,,,,,,,,,,,,,,,,
2022/8/15,444,,,,,,,,,,,,,,,,,,
2022/8/15,300,,,,,,,,,,,,,,,,,,
2022/8/15,98,,,,,,,,,,,,,,,,,,
2021/12/26,25,,,,,,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,,,,,,
2021/12/26,388,,,,,,,,,,,,,,,,,,
2021/12/18,89,,,,,,,,,,,,,,,,,,
2021/12/18,0,,,,,,,,,,,,,,,,,,
2021/12/18,35,,,,,,,,,,,,,,,,,,
2021/12/18,163,,,,,,,,,,,,,,,,,,
2021/12/18,0,,,,,,,,,,,,,,,,,,
2021/12/18,25,,,,,,,,,,,,,,,,,,
2021/12/18,88,,,,,,,,,,,,,,,,,,
2021/12/18,0,,,,,,,,,,,,,,,,,,
2021/12/18,87,,,,,,,,,,,,,,,,,,
2022/2/3,1425,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,812,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,170,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,125,,,,,,,,,,,,,,,,,,
2021/12/29,550,,,,,,,,,,,,,,,,,,
2021/10/8,50,,,,,,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,,,,,,
2021/10/8,376,,,,,,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,,,,,,
2021/10/8,860,,,,,,,,,,,,,,,,,,
2021/10/8,1110,,,,,,,,,,,,,,,,,,
2021/10/8,71,,,,,,,,,,,,,,,,,,
2021/10/8,25,,,,,,,,,,,,,,,,,,
2022/8/15,4256,,,,,,,,,,,,,,,,,,
2022/8/15,273,,,,,,,,,,,,,,,,,,
2022/8/15,75,,,,,,,,,,,,,,,,,,
2022/8/15,21,,,,,,,,,,,,,,,,,,
2022/8/15,200,,,,,,,,,,,,,,,,,,
2022/8/15,1414,,,,,,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,,,,,,
2021/12/26,638,,,,,,,,,,,,,,,,,,
2021/12/26,125,,,,,,,,,,,,,,,,,,
2021/12/26,25,,,,,,,,,,,,,,,,,,
2021/12/26,150,,,,,,,,,,,,,,,,,,
2021/12/26,120,,,,,,,,,,,,,,,,,,
2021/8/26,425,,,,,,,,,,,,,,,,,,
2021/8/26,750,,,,,,,,,,,,,,,,,,
2021/8/26,1106,,,,,,,,,,,,,,,,,,
2021/8/26,786,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,134,,,,,,,,,,,,,,,,,,
2021/12/18,349,,,,,,,,,,,,,,,,,,
2021/12/18,150,,,,,,,,,,,,,,,,,,
2021/12/18,790,,,,,,,,,,,,,,,,,,
2021/12/18,123,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,,,,,,
2022/2/3,174,,,,,,,,,,,,,,,,,,
2022/2/3,742,,,,,,,,,,,,,,,,,,
