date,all_wpd,,,move,,Date,WIP,,,WIP,,DATE,move,WIP
,,,,,,2021/10/14,0,,,,,,,
,,,,,,2021/10/14,0,,,,,,,
,,,,,,2021/10/14,100,,,,,,,
,,,,,,2021/9/5,292,,,,,,,
,,,,,,2021/11/21,71,,,,,,,
,,,,,,2021/11/21,0,,,,,,,
,,,,,,2021/11/21,25,,,,,,,
,,,,,,2021/11/21,0,,,,,,,
,,,,,,2021/11/21,346,,,,,,,
,,,,,,2021/11/21,46,,,,,,,
,,,,,,2021/11/21,250,,,,,,,
,,,,,,2021/11/21,225,,,,,,,
,,,,,,2021/11/21,25,,,,,,,
,,,,,,2021/12/30,0,,,,,,,
,,,,,,2021/12/30,275,,,,,,,
,,,,,,2021/12/30,153,,,,,,,
,,,,,,2021/12/21,0,,,,,,,
,,,,,,2021/12/21,0,,,,,,,
,,,,,,2021/12/21,1667,,,,,,,
,,,,,,2021/12/21,21,,,,,,,
,,,,,,2021/12/21,50,,,,,,,
,,,,,,2021/12/21,938,,,,,,,
,,,,,,2021/10/14,0,,,,,,,
,,,,,,2021/10/14,90,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2021/9/5,1342,,,,,,,
,,,,,,2021/9/5,667,,,,,,,
,,,,,,2021/11/21,646,,,,,,,
,,,,,,2021/11/21,21,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2021/11/1,25,,,,,,,
,,,,,,2021/12/21,1100,,,,,,,
,,,,,,2021/12/21,0,,,,,,,
,,,,,,2021/12/21,25,,,,,,,
,,,,,,2021/12/21,0,,,,,,,
,,,,,,2022/6/1,100,,,,,,,
,,,,,,2022/6/1,300,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/3/1,348,,,,,,,
,,,,,,2022/3/1,46,,,,,,,
,,,,,,2022/3/1,175,,,,,,,
,,,,,,2022/3/1,25,,,,,,,
,,,,,,2022/3/1,25,,,,,,,
,,,,,,2021/11/1,50,,,,,,,
,,,,,,2021/11/1,175,,,,,,,
,,,,,,2021/11/1,100,,,,,,,
,,,,,,2021/11/1,642,,,,,,,
,,,,,,2022/6/1,1842,,,,,,,
,,,,,,2022/6/1,280,,,,,,,
,,,,,,2022/1/29,300,,,,,,,
,,,,,,2022/3/1,50,,,,,,,
,,,,,,2022/3/1,725,,,,,,,
,,,,,,2022/3/1,21,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,125,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,250,,,,,,,
,,,,,,2022/4/27,1818,,,,,,,
,,,,,,2022/4/27,385,,,,,,,
,,,,,,2022/5/21,1542,,,,,,,
,,,,,,2022/5/21,175,,,,,,,
,,,,,,2022/5/21,104,,,,,,,
,,,,,,2022/5/21,225,,,,,,,
,,,,,,2022/5/21,253,,,,,,,
,,,,,,2022/5/21,253,,,,,,,
,,,,,,2022/6/1,346,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,188,,,,,,,
,,,,,,2022/6/1,175,,,,,,,
,,,,,,2022/6/1,157,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/1/29,475,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,205,,,,,,,
,,,,,,2022/1/29,150,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/3/1,100,,,,,,,
,,,,,,2022/1/9,25,,,,,,,
,,,,,,2022/1/9,46,,,,,,,
,,,,,,2022/1/9,475,,,,,,,
,,,,,,2022/1/9,125,,,,,,,
,,,,,,2022/1/9,0,,,,,,,
,,,,,,2022/1/9,146,,,,,,,
,,,,,,2022/1/9,521,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/5/21,200,,,,,,,
,,,,,,2022/5/21,157,,,,,,,
,,,,,,2022/5/21,771,,,,,,,
,,,,,,2022/5/21,1025,,,,,,,
,,,,,,2022/5/21,450,,,,,,,
,,,,,,2022/5/21,0,,,,,,,
,,,,,,2022/6/1,1057,,,,,,,
,,,,,,2022/4/19,478,,,,,,,
,,,,,,2022/1/29,25,,,,,,,
,,,,,,2022/1/29,785,,,,,,,
,,,,,,2022/1/29,117,,,,,,,
,,,,,,2022/7/20,0,,,,,,,
,,,,,,2022/1/9,50,,,,,,,
,,,,,,2022/1/9,200,,,,,,,
,,,,,,2022/1/9,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,444,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,81,,,,,,,
,,,,,,2022/4/27,25,,,,,,,
,,,,,,2022/4/27,425,,,,,,,
,,,,,,2022/4/27,0,,,,,,,
,,,,,,2022/4/27,300,,,,,,,
,,,,,,2022/5/21,0,,,,,,,
,,,,,,2022/5/21,50,,,,,,,
,,,,,,2022/5/21,225,,,,,,,
,,,,,,2022/5/21,102,,,,,,,
,,,,,,2022/2/18,1049,,,,,,,
,,,,,,2022/2/18,75,,,,,,,
,,,,,,2022/2/18,73,,,,,,,
,,,,,,2022/2/18,325,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,25,,,,,,,
,,,,,,2022/2/18,154,,,,,,,
,,,,,,2022/4/19,100,,,,,,,
,,,,,,2022/4/19,400,,,,,,,
,,,,,,2022/4/19,0,,,,,,,
,,,,,,2022/1/29,726,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,100,,,,,,,
,,,,,,2022/1/29,50,,,,,,,
,,,,,,2022/1/29,317,,,,,,,
,,,,,,2022/7/20,144,,,,,,,
,,,,,,2022/7/20,0,,,,,,,
,,,,,,2022/7/20,2658,,,,,,,
,,,,,,2022/7/20,718,,,,,,,
,,,,,,2022/5/21,121,,,,,,,
,,,,,,2022/3/1,175,,,,,,,
,,,,,,2022/3/1,746,,,,,,,
,,,,,,2022/3/1,325,,,,,,,
,,,,,,2022/3/1,324,,,,,,,
,,,,,,2022/3/1,175,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/3/1,75,,,,,,,
,,,,,,2022/2/18,363,,,,,,,
,,,,,,2022/2/18,25,,,,,,,
,,,,,,2022/2/18,46,,,,,,,
,,,,,,2022/4/19,300,,,,,,,
,,,,,,2022/4/19,633,,,,,,,
,,,,,,2022/4/19,17,,,,,,,
,,,,,,2022/4/19,0,,,,,,,
,,,,,,2022/4/19,0,,,,,,,
,,,,,,2022/1/29,75,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/4/6,149,,,,,,,
,,,,,,2022/4/6,0,,,,,,,
,,,,,,2022/4/6,0,,,,,,,
,,,,,,2022/4/6,0,,,,,,,
,,,,,,2022/4/6,50,,,,,,,
,,,,,,2022/7/20,40,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/3/1,817,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/3/1,425,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,435,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,350,,,,,,,
,,,,,,2022/4/19,0,,,,,,,
,,,,,,2022/4/19,25,,,,,,,
,,,,,,2022/4/19,0,,,,,,,
,,,,,,2022/4/19,71,,,,,,,
,,,,,,2022/4/19,956,,,,,,,
,,,,,,2022/4/6,1084,,,,,,,
,,,,,,2021/11/7,846,,,,,,,
,,,,,,2021/11/7,50,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/3/1,550,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2022/3/1,275,,,,,,,
,,,,,,2022/3/1,67,,,,,,,
,,,,,,2022/3/1,25,,,,,,,
,,,,,,2022/3/1,250,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2021/11/8,20,,,,,,,
,,,,,,2021/11/8,49,,,,,,,
,,,,,,2021/11/8,25,,,,,,,
,,,,,,2022/4/19,0,,,,,,,
,,,,,,2021/12/27,100,,,,,,,
,,,,,,2021/12/27,824,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,625,,,,,,,
,,,,,,2021/12/27,25,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2022/4/6,50,,,,,,,
,,,,,,2022/4/6,0,,,,,,,
,,,,,,2022/4/6,0,,,,,,,
,,,,,,2022/4/6,38,,,,,,,
,,,,,,2022/4/6,44,,,,,,,
,,,,,,2022/4/6,324,,,,,,,
,,,,,,2021/11/13,100,,,,,,,
,,,,,,2021/11/13,75,,,,,,,
,,,,,,2021/11/13,0,,,,,,,
,,,,,,2021/11/6,46,,,,,,,
,,,,,,2021/11/6,371,,,,,,,
,,,,,,2021/11/6,297,,,,,,,
,,,,,,2022/3/1,0,,,,,,,
,,,,,,2021/10/9,146,,,,,,,
,,,,,,2021/10/9,37,,,,,,,
,,,,,,2021/10/9,75,,,,,,,
,,,,,,2021/10/9,757,,,,,,,
,,,,,,2021/10/9,25,,,,,,,
,,,,,,2021/11/8,250,,,,,,,
,,,,,,2021/11/8,88,,,,,,,
,,,,,,2021/11/8,50,,,,,,,
,,,,,,2021/11/8,99,,,,,,,
,,,,,,2021/11/8,450,,,,,,,
,,,,,,2021/11/8,100,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,150,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,250,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2022/4/6,0,,,,,,,
,,,,,,2022/4/6,0,,,,,,,
,,,,,,2021/11/13,119,,,,,,,
,,,,,,2021/11/6,50,,,,,,,
,,,,,,2021/11/6,25,,,,,,,
,,,,,,2021/10/9,150,,,,,,,
,,,,,,2021/10/9,105,,,,,,,
,,,,,,2021/10/9,1175,,,,,,,
,,,,,,2021/10/9,674,,,,,,,
,,,,,,2021/11/8,223,,,,,,,
,,,,,,2021/11/8,424,,,,,,,
,,,,,,2021/11/8,42,,,,,,,
,,,,,,2021/11/8,275,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,50,,,,,,,
,,,,,,2021/11/8,24,,,,,,,
,,,,,,2021/12/27,125,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/10/26,149,,,,,,,
,,,,,,2021/10/26,100,,,,,,,
,,,,,,2021/10/26,0,,,,,,,
,,,,,,2021/10/9,0,,,,,,,
,,,,,,2021/10/9,0,,,,,,,
,,,,,,2021/10/9,446,,,,,,,
,,,,,,2021/10/9,349,,,,,,,
,,,,,,2021/10/9,0,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,499,,,,,,,
,,,,,,2021/12/27,573,,,,,,,
,,,,,,2021/12/27,0,,,,,,,
,,,,,,2021/12/27,896,,,,,,,
,,,,,,2021/12/27,308,,,,,,,
,,,,,,2021/12/27,596,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/10/26,0,,,,,,,
,,,,,,2021/10/26,466,,,,,,,
,,,,,,2021/10/26,288,,,,,,,
,,,,,,2021/10/26,25,,,,,,,
,,,,,,2021/10/26,125,,,,,,,
,,,,,,2021/10/26,50,,,,,,,
,,,,,,2021/10/9,167,,,,,,,
,,,,,,2021/10/9,0,,,,,,,
,,,,,,2021/10/9,25,,,,,,,
,,,,,,2021/10/9,346,,,,,,,
,,,,,,2021/10/9,682,,,,,,,
,,,,,,2021/10/9,73,,,,,,,
,,,,,,2022/3/10,0,,,,,,,
,,,,,,2022/3/10,50,,,,,,,
,,,,,,2022/3/10,475,,,,,,,
,,,,,,2022/3/10,0,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,25,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,75,,,,,,,
,,,,,,2021/9/7,0,,,,,,,
,,,,,,2021/9/7,125,,,,,,,
,,,,,,2021/9/7,50,,,,,,,
,,,,,,2021/9/7,0,,,,,,,
,,,,,,2021/9/7,266,,,,,,,
,,,,,,2021/9/7,141,,,,,,,
,,,,,,2021/9/7,200,,,,,,,
,,,,,,2021/10/26,50,,,,,,,
,,,,,,2021/10/26,50,,,,,,,
,,,,,,2021/10/26,125,,,,,,,
,,,,,,2021/10/26,0,,,,,,,
,,,,,,2021/10/26,646,,,,,,,
,,,,,,2021/10/26,0,,,,,,,
,,,,,,2021/10/26,0,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,325,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,125,,,,,,,
,,,,,,2022/3/10,0,,,,,,,
,,,,,,2022/3/10,21,,,,,,,
,,,,,,2022/3/10,79,,,,,,,
,,,,,,2022/3/10,21,,,,,,,
,,,,,,2022/3/10,25,,,,,,,
,,,,,,2021/11/8,25,,,,,,,
,,,,,,2021/11/8,50,,,,,,,
,,,,,,2022/2/24,298,,,,,,,
,,,,,,2022/2/24,274,,,,,,,
,,,,,,2022/2/24,802,,,,,,,
,,,,,,2022/2/24,21,,,,,,,
,,,,,,2022/2/24,0,,,,,,,
,,,,,,2022/2/24,121,,,,,,,
,,,,,,2022/2/24,620,,,,,,,
,,,,,,2022/2/24,371,,,,,,,
,,,,,,2022/2/24,68,,,,,,,
,,,,,,2022/2/24,200,,,,,,,
,,,,,,2021/9/7,0,,,,,,,
,,,,,,2022/1/19,21,,,,,,,
,,,,,,2022/1/19,0,,,,,,,
,,,,,,2022/1/19,75,,,,,,,
,,,,,,2022/1/19,275,,,,,,,
,,,,,,2022/1/19,0,,,,,,,
,,,,,,2021/10/26,25,,,,,,,
,,,,,,2021/11/2,0,,,,,,,
,,,,,,2021/11/2,224,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,625,,,,,,,
,,,,,,2021/8/26,494,,,,,,,
,,,,,,2021/8/26,647,,,,,,,
,,,,,,2021/8/26,644,,,,,,,
,,,,,,2021/8/26,100,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,124,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2022/3/10,69,,,,,,,
,,,,,,2022/3/10,0,,,,,,,
,,,,,,2022/3/10,208,,,,,,,
,,,,,,2022/3/20,0,,,,,,,
,,,,,,2022/3/20,800,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2022/2/24,324,,,,,,,
,,,,,,2022/2/24,0,,,,,,,
,,,,,,2022/2/24,0,,,,,,,
,,,,,,2022/2/24,0,,,,,,,
,,,,,,2022/2/24,25,,,,,,,
,,,,,,2022/1/19,198,,,,,,,
,,,,,,2022/1/19,496,,,,,,,
,,,,,,2022/1/19,67,,,,,,,
,,,,,,2022/1/19,5,,,,,,,
,,,,,,2022/1/19,536,,,,,,,
,,,,,,2021/11/2,75,,,,,,,
,,,,,,2021/11/2,150,,,,,,,
,,,,,,2021/11/2,276,,,,,,,
,,,,,,2021/8/26,50,,,,,,,
,,,,,,2021/8/26,246,,,,,,,
,,,,,,2022/3/20,123,,,,,,,
,,,,,,2022/3/20,0,,,,,,,
,,,,,,2022/3/20,25,,,,,,,
,,,,,,2021/11/8,349,,,,,,,
,,,,,,2022/2/24,945,,,,,,,
,,,,,,2022/2/24,275,,,,,,,
,,,,,,2022/2/24,25,,,,,,,
,,,,,,2022/2/24,50,,,,,,,
,,,,,,2022/2/24,25,,,,,,,
,,,,,,2022/2/24,0,,,,,,,
,,,,,,2022/2/24,300,,,,,,,
,,,,,,2022/2/24,500,,,,,,,
,,,,,,2022/2/24,0,,,,,,,
,,,,,,2022/2/24,0,,,,,,,
,,,,,,2022/1/19,25,,,,,,,
,,,,,,2022/1/19,25,,,,,,,
,,,,,,2022/1/19,184,,,,,,,
,,,,,,2022/1/19,0,,,,,,,
,,,,,,2022/1/19,0,,,,,,,
,,,,,,2022/1/19,83,,,,,,,
,,,,,,2022/1/19,33,,,,,,,
,,,,,,2021/11/2,0,,,,,,,
,,,,,,2021/11/2,175,,,,,,,
,,,,,,2021/11/2,950,,,,,,,
,,,,,,2021/11/2,1170,,,,,,,
,,,,,,2021/11/2,25,,,,,,,
,,,,,,2021/11/2,50,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2022/3/20,0,,,,,,,
,,,,,,2022/3/20,1281,,,,,,,
,,,,,,2022/1/28,75,,,,,,,
,,,,,,2022/1/19,687,,,,,,,
,,,,,,2022/1/19,25,,,,,,,
,,,,,,2022/1/19,25,,,,,,,
,,,,,,2022/1/19,124,,,,,,,
,,,,,,2022/1/19,75,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,150,,,,,,,
,,,,,,2022/3/27,25,,,,,,,
,,,,,,2022/3/27,892,,,,,,,
,,,,,,2022/3/27,0,,,,,,,
,,,,,,2022/3/27,0,,,,,,,
,,,,,,2022/3/27,50,,,,,,,
,,,,,,2022/3/20,121,,,,,,,
,,,,,,2022/3/20,175,,,,,,,
,,,,,,2022/3/20,0,,,,,,,
,,,,,,2022/3/20,25,,,,,,,
,,,,,,2022/2/21,100,,,,,,,
,,,,,,2022/2/21,200,,,,,,,
,,,,,,2022/2/21,250,,,,,,,
,,,,,,2022/2/21,1024,,,,,,,
,,,,,,2022/1/28,25,,,,,,,
,,,,,,2022/1/28,578,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,50,,,,,,,
,,,,,,2022/1/28,50,,,,,,,
,,,,,,2022/4/10,428,,,,,,,
,,,,,,2022/4/10,174,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/3/27,0,,,,,,,
,,,,,,2022/3/27,121,,,,,,,
,,,,,,2022/2/21,1146,,,,,,,
,,,,,,2022/2/21,0,,,,,,,
,,,,,,2022/2/21,0,,,,,,,
,,,,,,2022/2/21,1466,,,,,,,
,,,,,,2022/2/21,569,,,,,,,
,,,,,,2022/1/28,1175,,,,,,,
,,,,,,2022/1/28,194,,,,,,,
,,,,,,2022/1/28,125,,,,,,,
,,,,,,2022/2/19,752,,,,,,,
,,,,,,2022/2/19,0,,,,,,,
,,,,,,2022/2/19,0,,,,,,,
,,,,,,2022/2/19,150,,,,,,,
,,,,,,2022/2/19,71,,,,,,,
,,,,,,2022/2/19,250,,,,,,,
,,,,,,2022/2/19,50,,,,,,,
,,,,,,2022/2/19,167,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,42,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/3/27,0,,,,,,,
,,,,,,2022/3/27,0,,,,,,,
,,,,,,2022/3/27,0,,,,,,,
,,,,,,2022/4/23,25,,,,,,,
,,,,,,2022/4/23,46,,,,,,,
,,,,,,2022/4/23,468,,,,,,,
,,,,,,2022/4/23,25,,,,,,,
,,,,,,2022/4/23,188,,,,,,,
,,,,,,2022/2/21,50,,,,,,,
,,,,,,2022/2/21,0,,,,,,,
,,,,,,2022/2/21,250,,,,,,,
,,,,,,2022/2/21,50,,,,,,,
,,,,,,2022/3/22,50,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2022/3/22,21,,,,,,,
,,,,,,2022/3/22,219,,,,,,,
,,,,,,2022/3/22,596,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2022/2/19,0,,,,,,,
,,,,,,2022/2/19,25,,,,,,,
,,,,,,2022/2/19,25,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,2302,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/4/10,21,,,,,,,
,,,,,,2022/4/10,0,,,,,,,
,,,,,,2022/2/18,200,,,,,,,
,,,,,,2022/4/23,0,,,,,,,
,,,,,,2022/4/23,21,,,,,,,
,,,,,,2022/4/23,122,,,,,,,
,,,,,,2022/8/17,42,,,,,,,
,,,,,,2022/8/17,1261,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2022/3/22,25,,,,,,,
,,,,,,2022/3/22,499,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2021/9/28,46,,,,,,,
,,,,,,2021/9/28,50,,,,,,,
,,,,,,2021/9/28,169,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,1188,,,,,,,
,,,,,,2022/2/18,498,,,,,,,
,,,,,,2022/2/18,25,,,,,,,
,,,,,,2022/2/18,1246,,,,,,,
,,,,,,2022/4/23,725,,,,,,,
,,,,,,2022/4/23,40,,,,,,,
,,,,,,2021/10/16,1768,,,,,,,
,,,,,,2021/11/10,50,,,,,,,
,,,,,,2021/11/10,100,,,,,,,
,,,,,,2021/11/10,0,,,,,,,
,,,,,,2022/8/17,400,,,,,,,
,,,,,,2022/8/17,321,,,,,,,
,,,,,,2022/8/17,88,,,,,,,
,,,,,,2022/8/17,75,,,,,,,
,,,,,,2022/3/22,71,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2022/3/22,275,,,,,,,
,,,,,,2022/3/22,99,,,,,,,
,,,,,,2022/3/22,0,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2021/9/28,0,,,,,,,
,,,,,,2021/9/28,76,,,,,,,
,,,,,,2021/9/28,315,,,,,,,
,,,,,,2021/9/28,414,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,75,,,,,,,
,,,,,,2021/11/10,0,,,,,,,
,,,,,,2022/8/17,400,,,,,,,
,,,,,,2022/8/17,110,,,,,,,
,,,,,,2022/8/17,0,,,,,,,
,,,,,,2022/8/17,300,,,,,,,
,,,,,,2022/8/17,678,,,,,,,
,,,,,,2022/8/17,346,,,,,,,
,,,,,,2022/1/29,223,,,,,,,
,,,,,,2022/1/29,161,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,217,,,,,,,
,,,,,,2021/9/28,1346,,,,,,,
,,,,,,2021/9/28,667,,,,,,,
,,,,,,2021/9/28,1075,,,,,,,
,,,,,,2022/4/21,50,,,,,,,
,,,,,,2022/4/21,451,,,,,,,
,,,,,,2022/2/18,0,,,,,,,
,,,,,,2022/2/18,564,,,,,,,
,,,,,,2022/2/18,350,,,,,,,
,,,,,,2022/2/18,243,,,,,,,
,,,,,,2021/8/31,113,,,,,,,
,,,,,,2021/8/31,1,,,,,,,
,,,,,,2021/8/31,0,,,,,,,
,,,,,,2021/11/10,63,,,,,,,
,,,,,,2021/11/10,1043,,,,,,,
,,,,,,2021/11/10,175,,,,,,,
,,,,,,2021/11/10,46,,,,,,,
,,,,,,2021/11/10,25,,,,,,,
,,,,,,2022/8/17,0,,,,,,,
,,,,,,2022/1/29,1254,,,,,,,
,,,,,,2022/1/29,25,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,167,,,,,,,
,,,,,,2022/4/21,37,,,,,,,
,,,,,,2022/4/21,238,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/1/12,75,,,,,,,
,,,,,,2021/8/31,0,,,,,,,
,,,,,,2021/8/31,142,,,,,,,
,,,,,,2021/8/31,175,,,,,,,
,,,,,,2021/8/31,50,,,,,,,
,,,,,,2021/11/10,0,,,,,,,
,,,,,,2021/11/10,0,,,,,,,
,,,,,,2021/11/10,225,,,,,,,
,,,,,,2021/11/10,250,,,,,,,
,,,,,,2021/11/10,70,,,,,,,
,,,,,,2021/11/10,21,,,,,,,
,,,,,,2021/11/10,217,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,75,,,,,,,
,,,,,,2022/1/29,125,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/1/29,0,,,,,,,
,,,,,,2022/6/18,0,,,,,,,
,,,,,,2022/6/18,150,,,,,,,
,,,,,,2022/4/21,21,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/4/21,25,,,,,,,
,,,,,,2022/4/21,100,,,,,,,
,,,,,,2022/4/21,151,,,,,,,
,,,,,,2022/1/12,1201,,,,,,,
,,,,,,2022/1/12,332,,,,,,,
,,,,,,2022/1/12,765,,,,,,,
,,,,,,2022/1/12,125,,,,,,,
,,,,,,2022/1/12,225,,,,,,,
,,,,,,2022/1/12,120,,,,,,,
,,,,,,2022/1/12,403,,,,,,,
,,,,,,2021/8/31,770,,,,,,,
,,,,,,2021/8/31,646,,,,,,,
,,,,,,2021/8/31,0,,,,,,,
,,,,,,2021/8/31,0,,,,,,,
,,,,,,2021/8/31,50,,,,,,,
,,,,,,2021/8/31,150,,,,,,,
,,,,,,2022/6/18,125,,,,,,,
,,,,,,2022/6/18,107,,,,,,,
,,,,,,2022/6/18,225,,,,,,,
,,,,,,2022/6/18,755,,,,,,,
,,,,,,2022/4/21,168,,,,,,,
,,,,,,2022/4/21,313,,,,,,,
,,,,,,2022/4/21,27,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/4/21,70,,,,,,,
,,,,,,2022/1/12,1049,,,,,,,
,,,,,,2022/1/12,0,,,,,,,
,,,,,,2022/1/12,0,,,,,,,
,,,,,,2022/1/12,0,,,,,,,
,,,,,,2022/1/12,0,,,,,,,
,,,,,,2022/1/12,0,,,,,,,
,,,,,,2021/8/31,100,,,,,,,
,,,,,,2021/8/31,49,,,,,,,
,,,,,,2021/10/16,350,,,,,,,
,,,,,,2021/10/16,1150,,,,,,,
,,,,,,2021/10/16,150,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/6/18,275,,,,,,,
,,,,,,2022/6/18,375,,,,,,,
,,,,,,2022/6/18,13,,,,,,,
,,,,,,2022/6/18,75,,,,,,,
,,,,,,2021/12/22,25,,,,,,,
,,,,,,2021/12/22,0,,,,,,,
,,,,,,2021/8/31,400,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
