date,all_wpd,,,move,,Date,WIP,,,WIP,,DATE,move,WIP
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/3/26,242,,,,,,,
,,,,,,2022/3/26,911,,,,,,,
,,,,,,2022/5/5,978,,,,,,,
,,,,,,2022/5/5,50,,,,,,,
,,,,,,2021/12/22,1714,,,,,,,
,,,,,,2021/12/22,400,,,,,,,
,,,,,,2021/12/22,50,,,,,,,
,,,,,,2021/12/22,1030,,,,,,,
,,,,,,2021/12/22,0,,,,,,,
,,,,,,2022/3/26,200,,,,,,,
,,,,,,2022/3/26,0,,,,,,,
,,,,,,2022/5/5,0,,,,,,,
,,,,,,2022/5/5,0,,,,,,,
,,,,,,2022/5/5,0,,,,,,,
,,,,,,2022/5/5,0,,,,,,,
,,,,,,2021/12/22,100,,,,,,,
,,,,,,2021/12/22,146,,,,,,,
,,,,,,2021/12/22,150,,,,,,,
,,,,,,2021/12/22,846,,,,,,,
,,,,,,2021/12/22,113,,,,,,,
,,,,,,2021/12/22,291,,,,,,,
,,,,,,2021/12/22,521,,,,,,,
,,,,,,2022/2/14,25,,,,,,,
,,,,,,2022/2/14,50,,,,,,,
,,,,,,2022/5/5,123,,,,,,,
,,,,,,2022/5/5,474,,,,,,,
,,,,,,2022/5/5,25,,,,,,,
,,,,,,2022/5/5,0,,,,,,,
,,,,,,2021/12/22,100,,,,,,,
,,,,,,2021/12/22,25,,,,,,,
,,,,,,2021/12/22,463,,,,,,,
,,,,,,2021/12/22,0,,,,,,,
,,,,,,2021/12/22,320,,,,,,,
,,,,,,2021/10/8,957,,,,,,,
,,,,,,2022/2/14,0,,,,,,,
,,,,,,2022/2/14,649,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,123,,,,,,,
,,,,,,2022/5/5,150,,,,,,,
,,,,,,2022/5/5,0,,,,,,,
,,,,,,2022/5/5,21,,,,,,,
,,,,,,2022/5/5,2431,,,,,,,
,,,,,,2022/5/5,200,,,,,,,
,,,,,,2022/5/5,0,,,,,,,
,,,,,,2021/10/8,521,,,,,,,
,,,,,,2021/10/8,655,,,,,,,
,,,,,,2021/10/8,0,,,,,,,
,,,,,,2021/10/8,348,,,,,,,
,,,,,,2021/10/8,0,,,,,,,
,,,,,,2021/10/8,708,,,,,,,
,,,,,,2021/10/8,21,,,,,,,
,,,,,,2022/2/14,75,,,,,,,
,,,,,,2022/2/14,425,,,,,,,
,,,,,,2021/12/26,195,,,,,,,
,,,,,,2021/12/26,145,,,,,,,
,,,,,,2021/12/26,317,,,,,,,
,,,,,,2021/12/26,100,,,,,,,
,,,,,,2021/12/26,500,,,,,,,
,,,,,,2021/12/26,225,,,,,,,
,,,,,,2021/12/18,676,,,,,,,
,,,,,,2021/12/18,375,,,,,,,
,,,,,,2021/12/18,0,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2021/10/8,21,,,,,,,
,,,,,,2021/10/8,21,,,,,,,
,,,,,,2021/10/8,74,,,,,,,
,,,,,,2021/10/8,575,,,,,,,
,,,,,,2022/2/14,52,,,,,,,
,,,,,,2022/8/15,0,,,,,,,
,,,,,,2022/8/15,0,,,,,,,
,,,,,,2022/8/15,182,,,,,,,
,,,,,,2022/8/15,21,,,,,,,
,,,,,,2021/12/26,50,,,,,,,
,,,,,,2021/12/26,25,,,,,,,
,,,,,,2021/12/26,100,,,,,,,
,,,,,,2021/12/26,200,,,,,,,
,,,,,,2021/12/18,291,,,,,,,
,,,,,,2021/12/18,267,,,,,,,
,,,,,,2021/12/18,125,,,,,,,
,,,,,,2021/12/18,75,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2021/10/8,175,,,,,,,
,,,,,,2021/10/8,123,,,,,,,
,,,,,,2022/8/15,271,,,,,,,
,,,,,,2022/8/15,1433,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,538,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,0,,,,,,,
,,,,,,2021/8/26,71,,,,,,,
,,,,,,2021/8/26,375,,,,,,,
,,,,,,2021/12/18,56,,,,,,,
,,,,,,2021/12/18,0,,,,,,,
,,,,,,2022/2/3,675,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/3,25,,,,,,,
,,,,,,2022/2/3,678,,,,,,,
,,,,,,2022/2/3,375,,,,,,,
,,,,,,2022/2/3,75,,,,,,,
,,,,,,2021/12/29,450,,,,,,,
,,,,,,2021/12/29,0,,,,,,,
,,,,,,2021/12/29,896,,,,,,,
,,,,,,2021/12/29,392,,,,,,,
,,,,,,2021/12/29,225,,,,,,,
,,,,,,2022/1/10,526,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/10,157,,,,,,,
,,,,,,2022/1/10,75,,,,,,,
,,,,,,2022/8/15,25,,,,,,,
,,,,,,2022/8/15,25,,,,,,,
,,,,,,2022/8/15,631,,,,,,,
,,,,,,2022/8/15,0,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2021/8/26,25,,,,,,,
,,,,,,2021/8/26,75,,,,,,,
,,,,,,2021/8/26,25,,,,,,,
,,,,,,2021/8/26,109,,,,,,,
,,,,,,2021/8/26,1263,,,,,,,
,,,,,,2021/8/26,250,,,,,,,
,,,,,,2021/8/26,25,,,,,,,
,,,,,,2022/2/3,100,,,,,,,
,,,,,,2022/2/3,1039,,,,,,,
,,,,,,2022/2/3,75,,,,,,,
,,,,,,2021/12/29,371,,,,,,,
,,,,,,2021/12/29,400,,,,,,,
,,,,,,2021/12/29,25,,,,,,,
,,,,,,2021/12/29,325,,,,,,,
,,,,,,2021/12/29,0,,,,,,,
,,,,,,2021/12/29,150,,,,,,,
,,,,,,2022/3/16,92,,,,,,,
,,,,,,2022/3/16,0,,,,,,,
,,,,,,2022/3/16,75,,,,,,,
,,,,,,2022/3/16,0,,,,,,,
,,,,,,2022/3/16,25,,,,,,,
,,,,,,2022/3/16,590,,,,,,,
,,,,,,2022/3/16,722,,,,,,,
,,,,,,2022/3/16,126,,,,,,,
,,,,,,2022/3/16,375,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/10,253,,,,,,,
,,,,,,2022/1/10,250,,,,,,,
,,,,,,2022/1/10,225,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/7,125,,,,,,,
,,,,,,2022/1/7,47,,,,,,,
,,,,,,2022/1/7,221,,,,,,,
,,,,,,2022/1/7,21,,,,,,,
,,,,,,2021/12/11,199,,,,,,,
,,,,,,2021/12/11,367,,,,,,,
,,,,,,2021/9/13,50,,,,,,,
,,,,,,2021/9/13,0,,,,,,,
,,,,,,2022/2/2,68,,,,,,,
,,,,,,2022/2/2,0,,,,,,,
,,,,,,2022/2/2,364,,,,,,,
,,,,,,2022/2/2,925,,,,,,,
,,,,,,2022/2/2,688,,,,,,,
,,,,,,2021/12/29,1576,,,,,,,
,,,,,,2021/12/29,1265,,,,,,,
,,,,,,2021/12/29,777,,,,,,,
,,,,,,2021/12/29,349,,,,,,,
,,,,,,2021/12/29,427,,,,,,,
,,,,,,2021/12/29,175,,,,,,,
,,,,,,2022/3/16,0,,,,,,,
,,,,,,2022/3/16,0,,,,,,,
,,,,,,2022/3/16,179,,,,,,,
,,,,,,2022/3/16,50,,,,,,,
,,,,,,2022/3/16,0,,,,,,,
,,,,,,2022/1/10,25,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/10,75,,,,,,,
,,,,,,2022/1/10,50,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/10,520,,,,,,,
,,,,,,2022/1/7,75,,,,,,,
,,,,,,2022/1/7,374,,,,,,,
,,,,,,2022/1/7,125,,,,,,,
,,,,,,2022/1/7,75,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2021/12/11,94,,,,,,,
,,,,,,2021/12/11,775,,,,,,,
,,,,,,2021/9/13,250,,,,,,,
,,,,,,2021/9/13,642,,,,,,,
,,,,,,2021/9/13,542,,,,,,,
,,,,,,2021/9/13,0,,,,,,,
,,,,,,2021/9/13,25,,,,,,,
,,,,,,2021/9/13,350,,,,,,,
,,,,,,2022/2/2,450,,,,,,,
,,,,,,2022/2/2,75,,,,,,,
,,,,,,2022/2/2,0,,,,,,,
,,,,,,2021/12/29,275,,,,,,,
,,,,,,2021/12/29,0,,,,,,,
,,,,,,2021/12/29,150,,,,,,,
,,,,,,2021/12/29,0,,,,,,,
,,,,,,2022/3/16,100,,,,,,,
,,,,,,2022/1/10,0,,,,,,,
,,,,,,2022/1/7,423,,,,,,,
,,,,,,2022/1/7,1000,,,,,,,
,,,,,,2022/1/7,8,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/1/7,238,,,,,,,
,,,,,,2021/9/13,525,,,,,,,
,,,,,,2021/9/13,175,,,,,,,
,,,,,,2021/9/13,100,,,,,,,
,,,,,,2021/9/13,300,,,,,,,
,,,,,,2021/9/13,850,,,,,,,
,,,,,,2022/2/2,200,,,,,,,
,,,,,,2022/2/2,25,,,,,,,
,,,,,,2022/2/2,0,,,,,,,
,,,,,,2022/2/2,50,,,,,,,
,,,,,,2022/2/2,75,,,,,,,
,,,,,,2022/2/2,150,,,,,,,
,,,,,,2022/3/16,0,,,,,,,
,,,,,,2022/3/16,75,,,,,,,
,,,,,,2022/3/16,25,,,,,,,
,,,,,,2022/3/16,275,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/3/6,788,,,,,,,
,,,,,,2022/3/6,0,,,,,,,
,,,,,,2022/3/6,51,,,,,,,
,,,,,,2022/3/6,0,,,,,,,
,,,,,,2022/3/6,532,,,,,,,
,,,,,,2022/1/22,716,,,,,,,
,,,,,,2022/1/22,0,,,,,,,
,,,,,,2021/9/13,0,,,,,,,
,,,,,,2021/9/13,0,,,,,,,
,,,,,,2021/9/13,257,,,,,,,
,,,,,,2021/9/13,0,,,,,,,
,,,,,,2021/9/13,125,,,,,,,
,,,,,,2022/2/2,225,,,,,,,
,,,,,,2022/2/2,125,,,,,,,
,,,,,,2022/3/6,71,,,,,,,
,,,,,,2022/3/6,122,,,,,,,
,,,,,,2022/3/6,41,,,,,,,
,,,,,,2022/1/22,100,,,,,,,
,,,,,,2022/1/22,0,,,,,,,
,,,,,,2022/1/22,88,,,,,,,
,,,,,,2022/1/22,25,,,,,,,
,,,,,,2022/1/22,100,,,,,,,
,,,,,,2022/1/22,224,,,,,,,
,,,,,,2022/1/22,1683,,,,,,,
,,,,,,2022/3/6,194,,,,,,,
,,,,,,2022/3/6,100,,,,,,,
,,,,,,2022/3/6,0,,,,,,,
,,,,,,2022/3/6,1147,,,,,,,
,,,,,,2022/3/6,0,,,,,,,
,,,,,,2022/1/22,0,,,,,,,
,,,,,,2022/1/22,392,,,,,,,
,,,,,,2022/1/22,174,,,,,,,
,,,,,,2021/9/28,34,,,,,,,
,,,,,,2021/9/28,38,,,,,,,
,,,,,,2021/9/28,75,,,,,,,
,,,,,,2021/9/28,50,,,,,,,
,,,,,,2021/9/28,75,,,,,,,
,,,,,,2022/8/8,149,,,,,,,
,,,,,,2022/8/8,68,,,,,,,
,,,,,,2022/8/8,25,,,,,,,
,,,,,,2022/8/8,1683,,,,,,,
,,,,,,2022/8/8,0,,,,,,,
,,,,,,2022/8/8,0,,,,,,,
,,,,,,2022/1/22,25,,,,,,,
,,,,,,2022/1/22,100,,,,,,,
,,,,,,2022/1/22,0,,,,,,,
,,,,,,2022/1/22,0,,,,,,,
,,,,,,2022/1/22,445,,,,,,,
,,,,,,2021/9/28,117,,,,,,,
,,,,,,2021/9/28,79,,,,,,,
,,,,,,2021/9/28,50,,,,,,,
,,,,,,2021/9/28,848,,,,,,,
,,,,,,2021/9/28,175,,,,,,,
,,,,,,2021/9/28,50,,,,,,,
,,,,,,2022/2/21,250,,,,,,,
,,,,,,2022/7/14,250,,,,,,,
,,,,,,2022/7/14,324,,,,,,,
,,,,,,2022/7/14,100,,,,,,,
,,,,,,2022/7/14,723,,,,,,,
,,,,,,2022/7/14,49,,,,,,,
,,,,,,2022/8/8,265,,,,,,,
,,,,,,2022/8/8,0,,,,,,,
,,,,,,2022/8/8,496,,,,,,,
,,,,,,2021/10/2,298,,,,,,,
,,,,,,2021/10/2,1098,,,,,,,
,,,,,,2021/10/2,692,,,,,,,
,,,,,,2022/1/8,50,,,,,,,
,,,,,,2022/1/8,1187,,,,,,,
,,,,,,2022/1/8,40,,,,,,,
,,,,,,2022/1/8,0,,,,,,,
,,,,,,2022/1/8,0,,,,,,,
,,,,,,2022/2/21,734,,,,,,,
,,,,,,2022/2/21,25,,,,,,,
,,,,,,2022/2/21,518,,,,,,,
,,,,,,2022/7/14,0,,,,,,,
,,,,,,2022/7/14,200,,,,,,,
,,,,,,2022/7/14,219,,,,,,,
,,,,,,2022/8/8,366,,,,,,,
,,,,,,2022/8/8,128,,,,,,,
,,,,,,2022/8/8,223,,,,,,,
,,,,,,2022/8/8,0,,,,,,,
,,,,,,2022/2/28,1140,,,,,,,
,,,,,,2021/10/2,75,,,,,,,
,,,,,,2021/10/2,75,,,,,,,
,,,,,,2021/10/2,1000,,,,,,,
,,,,,,2021/10/2,513,,,,,,,
,,,,,,2021/10/2,21,,,,,,,
,,,,,,2022/1/8,25,,,,,,,
,,,,,,2022/1/8,75,,,,,,,
,,,,,,2022/1/8,300,,,,,,,
,,,,,,2022/2/21,21,,,,,,,
,,,,,,2022/2/21,0,,,,,,,
,,,,,,2022/2/21,184,,,,,,,
,,,,,,2022/2/21,59,,,,,,,
,,,,,,2022/2/21,150,,,,,,,
,,,,,,2022/7/14,371,,,,,,,
,,,,,,2022/7/14,48,,,,,,,
,,,,,,2022/1/13,0,,,,,,,
,,,,,,2022/1/13,0,,,,,,,
,,,,,,2022/1/13,500,,,,,,,
,,,,,,2022/8/8,450,,,,,,,
,,,,,,2022/8/8,46,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,50,,,,,,,
,,,,,,2022/2/28,621,,,,,,,
,,,,,,2022/2/28,349,,,,,,,
,,,,,,2022/2/28,125,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,445,,,,,,,
,,,,,,2022/2/28,250,,,,,,,
,,,,,,2021/10/2,900,,,,,,,
,,,,,,2021/10/2,0,,,,,,,
,,,,,,2021/10/2,100,,,,,,,
,,,,,,2021/10/2,525,,,,,,,
,,,,,,2021/10/2,0,,,,,,,
,,,,,,2021/10/2,204,,,,,,,
,,,,,,2021/10/2,649,,,,,,,
,,,,,,2022/7/11,75,,,,,,,
,,,,,,2022/7/11,0,,,,,,,
,,,,,,2022/1/13,321,,,,,,,
,,,,,,2022/1/13,365,,,,,,,
,,,,,,2022/1/13,0,,,,,,,
,,,,,,2022/1/13,50,,,,,,,
,,,,,,2022/1/13,75,,,,,,,
,,,,,,2022/1/13,0,,,,,,,
,,,,,,2022/1/13,571,,,,,,,
,,,,,,2022/1/13,985,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,413,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2021/10/2,375,,,,,,,
,,,,,,2022/3/7,246,,,,,,,
,,,,,,2022/3/7,125,,,,,,,
,,,,,,2022/3/7,172,,,,,,,
,,,,,,2022/7/11,180,,,,,,,
,,,,,,2022/7/11,100,,,,,,,
,,,,,,2022/7/11,150,,,,,,,
,,,,,,2022/7/11,54,,,,,,,
,,,,,,2022/7/11,46,,,,,,,
,,,,,,2021/9/11,524,,,,,,,
,,,,,,2022/1/13,100,,,,,,,
,,,,,,2022/1/13,475,,,,,,,
,,,,,,2022/1/13,50,,,,,,,
,,,,,,2022/1/13,24,,,,,,,
,,,,,,2022/1/13,0,,,,,,,
,,,,,,2022/1/13,100,,,,,,,
,,,,,,2022/1/13,0,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/2/28,25,,,,,,,
,,,,,,2022/2/28,0,,,,,,,
,,,,,,2022/7/2,367,,,,,,,
,,,,,,2022/3/7,367,,,,,,,
,,,,,,2022/3/7,200,,,,,,,
,,,,,,2022/3/7,0,,,,,,,
,,,,,,2022/7/11,75,,,,,,,
,,,,,,2022/7/11,0,,,,,,,
,,,,,,2022/7/11,205,,,,,,,
,,,,,,2022/7/11,0,,,,,,,
,,,,,,2021/9/11,100,,,,,,,
,,,,,,2021/9/11,0,,,,,,,
,,,,,,2021/9/11,221,,,,,,,
,,,,,,2022/1/13,196,,,,,,,
,,,,,,2022/1/13,400,,,,,,,
,,,,,,2022/8/3,117,,,,,,,
,,,,,,2022/8/3,250,,,,,,,
,,,,,,2022/8/3,149,,,,,,,
,,,,,,2022/7/2,25,,,,,,,
,,,,,,2022/3/7,246,,,,,,,
,,,,,,2022/3/7,425,,,,,,,
,,,,,,2022/3/7,0,,,,,,,
,,,,,,2022/3/7,0,,,,,,,
,,,,,,2022/3/7,25,,,,,,,
,,,,,,2022/3/7,0,,,,,,,
,,,,,,2022/7/11,296,,,,,,,
,,,,,,2022/7/11,75,,,,,,,
,,,,,,2021/9/30,149,,,,,,,
,,,,,,2021/9/30,121,,,,,,,
,,,,,,2021/9/30,146,,,,,,,
,,,,,,2021/10/18,197,,,,,,,
,,,,,,2021/10/18,425,,,,,,,
,,,,,,2021/10/18,0,,,,,,,
,,,,,,2021/10/18,0,,,,,,,
,,,,,,2021/10/18,182,,,,,,,
,,,,,,2022/3/18,0,,,,,,,
,,,,,,2022/3/18,468,,,,,,,
,,,,,,2022/3/18,25,,,,,,,
,,,,,,2022/3/18,25,,,,,,,
,,,,,,2022/3/18,0,,,,,,,
,,,,,,2022/3/18,92,,,,,,,
,,,,,,2022/3/18,25,,,,,,,
,,,,,,2022/3/18,1446,,,,,,,
,,,,,,2022/3/18,0,,,,,,,
,,,,,,2022/3/18,100,,,,,,,
,,,,,,2022/3/18,25,,,,,,,
,,,,,,2022/8/3,1071,,,,,,,
,,,,,,2022/8/3,783,,,,,,,
,,,,,,2022/8/3,21,,,,,,,
,,,,,,2022/8/3,1443,,,,,,,
,,,,,,2022/8/3,108,,,,,,,
,,,,,,2022/8/3,322,,,,,,,
,,,,,,2022/8/3,361,,,,,,,
,,,,,,2022/8/3,641,,,,,,,
,,,,,,2022/7/2,25,,,,,,,
,,,,,,2022/7/2,100,,,,,,,
,,,,,,2022/7/2,150,,,,,,,
,,,,,,2022/7/2,0,,,,,,,
,,,,,,2022/7/2,31,,,,,,,
,,,,,,2022/7/2,408,,,,,,,
,,,,,,2022/1/26,322,,,,,,,
,,,,,,2022/1/26,25,,,,,,,
,,,,,,2022/1/26,0,,,,,,,
,,,,,,2022/1/26,4,,,,,,,
,,,,,,2021/9/30,25,,,,,,,
,,,,,,2021/9/30,25,,,,,,,
,,,,,,2021/9/30,400,,,,,,,
,,,,,,2021/9/30,100,,,,,,,
,,,,,,2021/9/30,375,,,,,,,
,,,,,,2021/9/30,225,,,,,,,
,,,,,,2021/10/18,296,,,,,,,
,,,,,,2021/10/18,0,,,,,,,
,,,,,,2021/10/18,0,,,,,,,
,,,,,,2022/1/31,25,,,,,,,
,,,,,,2022/7/11,914,,,,,,,
,,,,,,2022/7/11,442,,,,,,,
,,,,,,2022/7/11,25,,,,,,,
,,,,,,2022/7/11,1050,,,,,,,
,,,,,,2022/3/18,50,,,,,,,
,,,,,,2022/3/18,0,,,,,,,
,,,,,,2022/3/18,1514,,,,,,,
,,,,,,2022/8/3,237,,,,,,,
,,,,,,2022/8/3,0,,,,,,,
,,,,,,2022/8/3,63,,,,,,,
,,,,,,2022/8/3,200,,,,,,,
,,,,,,2022/8/3,25,,,,,,,
,,,,,,2022/8/3,0,,,,,,,
,,,,,,2022/7/2,138,,,,,,,
,,,,,,2022/7/2,450,,,,,,,
,,,,,,2022/7/2,21,,,,,,,
,,,,,,2021/12/11,75,,,,,,,
,,,,,,2021/12/11,25,,,,,,,
,,,,,,2021/12/11,25,,,,,,,
,,,,,,2021/12/11,0,,,,,,,
,,,,,,2021/12/11,347,,,,,,,
,,,,,,2021/12/11,450,,,,,,,
,,,,,,2022/1/26,0,,,,,,,
,,,,,,2022/1/26,494,,,,,,,
,,,,,,2022/3/15,0,,,,,,,
,,,,,,2022/3/15,250,,,,,,,
,,,,,,2021/9/30,0,,,,,,,
,,,,,,2021/9/30,850,,,,,,,
,,,,,,2021/9/30,582,,,,,,,
,,,,,,2021/9/30,395,,,,,,,
,,,,,,2021/9/30,396,,,,,,,
,,,,,,2022/1/31,0,,,,,,,
,,,,,,2022/1/31,325,,,,,,,
,,,,,,2022/1/31,267,,,,,,,
,,,,,,2022/1/31,50,,,,,,,
,,,,,,2022/1/31,142,,,,,,,
,,,,,,2022/1/31,373,,,,,,,
,,,,,,2022/1/31,450,,,,,,,
,,,,,,2022/1/31,50,,,,,,,
,,,,,,2022/7/11,50,,,,,,,
,,,,,,2022/3/18,1872,,,,,,,
,,,,,,2022/3/18,119,,,,,,,
,,,,,,2022/3/18,125,,,,,,,
,,,,,,2022/3/18,25,,,,,,,
,,,,,,2022/3/18,0,,,,,,,
,,,,,,2022/8/3,275,,,,,,,
,,,,,,2021/12/1,362,,,,,,,
,,,,,,2021/12/11,0,,,,,,,
,,,,,,2021/12/11,0,,,,,,,
,,,,,,2021/12/11,200,,,,,,,
,,,,,,2021/12/11,825,,,,,,,
,,,,,,2022/3/15,0,,,,,,,
,,,,,,2022/3/15,488,,,,,,,
,,,,,,2022/3/15,594,,,,,,,
,,,,,,2022/3/15,674,,,,,,,
,,,,,,2022/3/15,0,,,,,,,
,,,,,,2022/3/15,100,,,,,,,
,,,,,,2021/10/28,125,,,,,,,
,,,,,,2021/10/28,71,,,,,,,
,,,,,,2021/10/28,175,,,,,,,
,,,,,,2021/10/28,25,,,,,,,
,,,,,,2021/10/28,1190,,,,,,,
,,,,,,2022/1/31,71,,,,,,,
,,,,,,2022/1/31,560,,,,,,,
,,,,,,2022/1/31,128,,,,,,,
,,,,,,2022/1/31,1175,,,,,,,
,,,,,,2022/7/11,75,,,,,,,
,,,,,,2022/7/11,93,,,,,,,
,,,,,,2022/7/11,50,,,,,,,
,,,,,,2022/2/4,275,,,,,,,
,,,,,,2021/12/1,25,,,,,,,
,,,,,,2021/12/1,0,,,,,,,
,,,,,,2021/12/1,25,,,,,,,
,,,,,,2021/12/1,75,,,,,,,
,,,,,,2021/12/1,475,,,,,,,
,,,,,,2021/12/1,0,,,,,,,
,,,,,,2021/12/11,0,,,,,,,
,,,,,,2021/12/11,21,,,,,,,
,,,,,,2021/12/11,25,,,,,,,
,,,,,,2022/3/15,46,,,,,,,
,,,,,,2021/10/28,516,,,,,,,
,,,,,,2021/10/28,0,,,,,,,
,,,,,,2021/10/28,285,,,,,,,
,,,,,,2021/10/28,724,,,,,,,
,,,,,,2021/10/28,621,,,,,,,
,,,,,,2021/10/28,812,,,,,,,
,,,,,,2021/10/28,462,,,,,,,
,,,,,,2021/10/28,824,,,,,,,
,,,,,,2021/10/28,25,,,,,,,
,,,,,,2022/1/31,549,,,,,,,
,,,,,,2022/1/31,24,,,,,,,
,,,,,,2022/1/31,150,,,,,,,
,,,,,,2022/2/4,25,,,,,,,
,,,,,,2022/2/4,800,,,,,,,
,,,,,,2022/2/4,25,,,,,,,
,,,,,,2022/2/4,100,,,,,,,
,,,,,,2022/2/4,837,,,,,,,
,,,,,,2022/2/4,500,,,,,,,
,,,,,,2022/2/4,71,,,,,,,
,,,,,,2021/12/1,150,,,,,,,
,,,,,,2021/12/1,25,,,,,,,
,,,,,,2021/12/1,71,,,,,,,
,,,,,,2021/12/1,16,,,,,,,
,,,,,,2021/12/1,0,,,,,,,
,,,,,,2021/12/11,413,,,,,,,
,,,,,,2021/12/11,46,,,,,,,
,,,,,,2021/12/11,900,,,,,,,
,,,,,,2021/12/11,1150,,,,,,,
,,,,,,2021/12/11,175,,,,,,,
,,,,,,2022/3/15,142,,,,,,,
,,,,,,2022/3/15,419,,,,,,,
,,,,,,2022/3/15,0,,,,,,,
,,,,,,2022/3/15,1371,,,,,,,
,,,,,,2021/10/28,325,,,,,,,
,,,,,,2021/10/28,202,,,,,,,
,,,,,,2021/10/28,0,,,,,,,
,,,,,,2021/10/28,100,,,,,,,
,,,,,,2021/10/28,250,,,,,,,
,,,,,,2021/10/28,524,,,,,,,
,,,,,,2022/2/4,1961,,,,,,,
,,,,,,2022/2/4,0,,,,,,,
,,,,,,2022/2/4,0,,,,,,,
,,,,,,2021/12/1,200,,,,,,,
,,,,,,2022/6/1,104,,,,,,,
,,,,,,2022/6/1,316,,,,,,,
,,,,,,2021/10/20,0,,,,,,,
,,,,,,2021/10/20,0,,,,,,,
,,,,,,2021/10/20,296,,,,,,,
,,,,,,2021/10/20,175,,,,,,,
,,,,,,2021/10/20,75,,,,,,,
,,,,,,2021/10/20,71,,,,,,,
,,,,,,2022/1/3,0,,,,,,,
,,,,,,2022/1/3,125,,,,,,,
,,,,,,2022/1/3,821,,,,,,,
,,,,,,2022/2/4,573,,,,,,,
,,,,,,2022/2/4,525,,,,,,,
,,,,,,2022/2/4,350,,,,,,,
,,,,,,2022/2/4,21,,,,,,,
,,,,,,2022/2/4,0,,,,,,,
,,,,,,2022/2/4,346,,,,,,,
,,,,,,2022/2/4,325,,,,,,,
,,,,,,2022/2/4,50,,,,,,,
,,,,,,2022/2/4,175,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,450,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,50,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2021/10/20,675,,,,,,,
,,,,,,2021/10/20,446,,,,,,,
,,,,,,2021/10/20,263,,,,,,,
,,,,,,2021/10/20,0,,,,,,,
,,,,,,2021/10/20,25,,,,,,,
,,,,,,2022/1/3,25,,,,,,,
,,,,,,2022/1/3,100,,,,,,,
,,,,,,2022/1/3,0,,,,,,,
,,,,,,2022/1/3,900,,,,,,,
,,,,,,2022/1/3,184,,,,,,,
,,,,,,2022/1/3,108,,,,,,,
,,,,,,2022/1/3,664,,,,,,,
,,,,,,2021/11/16,71,,,,,,,
,,,,,,2021/11/16,0,,,,,,,
,,,,,,2021/11/16,409,,,,,,,
,,,,,,2022/6/1,50,,,,,,,
,,,,,,2022/6/1,1771,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/4/3,570,,,,,,,
,,,,,,2022/4/3,275,,,,,,,
,,,,,,2022/4/3,250,,,,,,,
,,,,,,2022/4/3,0,,,,,,,
,,,,,,2022/4/3,0,,,,,,,
,,,,,,2022/4/3,17,,,,,,,
,,,,,,2022/1/3,42,,,,,,,
,,,,,,2022/1/3,96,,,,,,,
,,,,,,2022/1/3,546,,,,,,,
,,,,,,2022/1/3,0,,,,,,,
,,,,,,2022/1/3,317,,,,,,,
,,,,,,2022/1/3,125,,,,,,,
,,,,,,2021/11/16,117,,,,,,,
,,,,,,2022/4/14,0,,,,,,,
,,,,,,2022/4/14,46,,,,,,,
,,,,,,2022/6/1,0,,,,,,,
,,,,,,2022/6/1,21,,,,,,,
,,,,,,2022/6/1,50,,,,,,,
