Date,WIP,,,WIP,,date,all_wpd,,,MOVE,,DATE,WIP,MOVE
2022/5/17,683,,,,,,,,,,,,,
2022/5/17,0,,,,,,,,,,,,,
2022/4/17,25,,,,,,,,,,,,,
2022/4/17,142,,,,,,,,,,,,,
2022/4/17,396,,,,,,,,,,,,,
2022/4/17,325,,,,,,,,,,,,,
2022/4/17,100,,,,,,,,,,,,,
2022/4/17,67,,,,,,,,,,,,,
2022/4/17,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,337,,,,,,,,,,,,,
2021/9/13,25,,,,,,,,,,,,,
2021/9/13,75,,,,,,,,,,,,,
2021/8/27,0,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,184,,,,,,,,,,,,,
2021/10/25,406,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,46,,,,,,,,,,,,,
2022/3/7,287,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/3/7,50,,,,,,,,,,,,,
2022/3/7,371,,,,,,,,,,,,,
2022/3/7,75,,,,,,,,,,,,,
2022/4/17,468,,,,,,,,,,,,,
2022/4/17,325,,,,,,,,,,,,,
2022/4/17,71,,,,,,,,,,,,,
2022/4/17,117,,,,,,,,,,,,,
2021/9/13,20,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,249,,,,,,,,,,,,,
2021/9/12,92,,,,,,,,,,,,,
2021/9/12,150,,,,,,,,,,,,,
2021/9/12,648,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,50,,,,,,,,,,,,,
2021/9/12,393,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,96,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,125,,,,,,,,,,,,,
2022/5/16,69,,,,,,,,,,,,,
2022/5/16,1324,,,,,,,,,,,,,
2022/4/17,75,,,,,,,,,,,,,
2021/12/19,0,,,,,,,,,,,,,
2021/9/13,50,,,,,,,,,,,,,
2021/9/13,1,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,48,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,166,,,,,,,,,,,,,
2021/8/28,0,,,,,,,,,,,,,
2021/8/28,0,,,,,,,,,,,,,
2021/8/28,0,,,,,,,,,,,,,
2021/10/25,274,,,,,,,,,,,,,
2021/10/25,568,,,,,,,,,,,,,
2021/10/25,0,,,,,,,,,,,,,
2021/10/25,75,,,,,,,,,,,,,
2021/10/25,96,,,,,,,,,,,,,
2021/10/25,125,,,,,,,,,,,,,
2022/5/16,0,,,,,,,,,,,,,
2022/5/16,55,,,,,,,,,,,,,
2022/5/16,0,,,,,,,,,,,,,
2022/5/16,0,,,,,,,,,,,,,
2022/5/16,0,,,,,,,,,,,,,
2022/5/16,437,,,,,,,,,,,,,
2022/5/16,50,,,,,,,,,,,,,
2022/5/16,73,,,,,,,,,,,,,
2022/5/16,15,,,,,,,,,,,,,
2022/5/16,0,,,,,,,,,,,,,
2022/5/16,0,,,,,,,,,,,,,
2021/12/19,0,,,,,,,,,,,,,
2021/12/19,146,,,,,,,,,,,,,
2021/12/19,50,,,,,,,,,,,,,
2021/12/19,152,,,,,,,,,,,,,
2021/9/13,25,,,,,,,,,,,,,
2021/9/4,46,,,,,,,,,,,,,
2021/9/4,44,,,,,,,,,,,,,
2021/9/4,223,,,,,,,,,,,,,
2021/9/4,50,,,,,,,,,,,,,
2021/9/4,392,,,,,,,,,,,,,
2021/9/4,0,,,,,,,,,,,,,
2021/8/28,573,,,,,,,,,,,,,
2021/8/28,100,,,,,,,,,,,,,
2021/8/28,50,,,,,,,,,,,,,
2021/8/28,25,,,,,,,,,,,,,
2022/5/16,50,,,,,,,,,,,,,
2022/5/16,186,,,,,,,,,,,,,
2022/5/16,122,,,,,,,,,,,,,
2021/12/19,50,,,,,,,,,,,,,
2021/12/19,50,,,,,,,,,,,,,
2021/9/4,0,,,,,,,,,,,,,
2021/9/4,100,,,,,,,,,,,,,
2021/9/4,37,,,,,,,,,,,,,
2021/9/4,73,,,,,,,,,,,,,
2021/8/28,50,,,,,,,,,,,,,
2021/8/28,46,,,,,,,,,,,,,
2021/8/28,1066,,,,,,,,,,,,,
2021/8/28,75,,,,,,,,,,,,,
2021/8/28,24,,,,,,,,,,,,,
2021/8/28,0,,,,,,,,,,,,,
2021/12/2,49,,,,,,,,,,,,,
2021/12/2,25,,,,,,,,,,,,,
2021/12/19,124,,,,,,,,,,,,,
2021/12/19,96,,,,,,,,,,,,,
2021/12/19,0,,,,,,,,,,,,,
2021/12/19,374,,,,,,,,,,,,,
2021/12/19,997,,,,,,,,,,,,,
2021/9/4,0,,,,,,,,,,,,,
2021/9/4,319,,,,,,,,,,,,,
2021/9/4,171,,,,,,,,,,,,,
2021/9/4,207,,,,,,,,,,,,,
2021/10/7,25,,,,,,,,,,,,,
2021/10/7,0,,,,,,,,,,,,,
2021/10/7,0,,,,,,,,,,,,,
2021/12/2,471,,,,,,,,,,,,,
2021/12/2,17,,,,,,,,,,,,,
2021/12/2,121,,,,,,,,,,,,,
2021/12/2,174,,,,,,,,,,,,,
2021/12/2,35,,,,,,,,,,,,,
2022/1/20,17,,,,,,,,,,,,,
2022/1/20,73,,,,,,,,,,,,,
2022/1/20,24,,,,,,,,,,,,,
2021/9/4,178,,,,,,,,,,,,,
2021/9/4,75,,,,,,,,,,,,,
2021/9/4,25,,,,,,,,,,,,,
2021/10/7,100,,,,,,,,,,,,,
2021/10/7,0,,,,,,,,,,,,,
2021/10/7,0,,,,,,,,,,,,,
2021/10/7,50,,,,,,,,,,,,,
2021/8/31,200,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,
2021/12/2,154,,,,,,,,,,,,,
2021/12/2,30,,,,,,,,,,,,,
2021/12/2,50,,,,,,,,,,,,,
2022/1/20,0,,,,,,,,,,,,,
2021/9/4,0,,,,,,,,,,,,,
2021/9/4,49,,,,,,,,,,,,,
2021/9/4,0,,,,,,,,,,,,,
2021/8/31,50,,,,,,,,,,,,,
2021/8/31,75,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,
2021/8/31,1304,,,,,,,,,,,,,
2022/8/6,0,,,,,,,,,,,,,
2022/8/6,23,,,,,,,,,,,,,
2022/8/6,146,,,,,,,,,,,,,
2022/8/6,3674,,,,,,,,,,,,,
2021/12/2,0,,,,,,,,,,,,,
2022/6/27,75,,,,,,,,,,,,,
2022/6/27,0,,,,,,,,,,,,,
2022/6/27,212,,,,,,,,,,,,,
2022/1/20,57,,,,,,,,,,,,,
2022/1/20,17,,,,,,,,,,,,,
2021/8/31,25,,,,,,,,,,,,,
2021/8/31,2,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,
2022/6/16,358,,,,,,,,,,,,,
2022/6/7,50,,,,,,,,,,,,,
2022/6/7,137,,,,,,,,,,,,,
2022/6/7,50,,,,,,,,,,,,,
2022/6/7,123,,,,,,,,,,,,,
2022/8/6,1203,,,,,,,,,,,,,
2022/6/27,75,,,,,,,,,,,,,
2022/6/27,48,,,,,,,,,,,,,
2022/6/27,514,,,,,,,,,,,,,
2022/6/27,0,,,,,,,,,,,,,
2022/1/22,75,,,,,,,,,,,,,
2021/9/15,336,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,
2022/6/16,25,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,
2022/6/7,1695,,,,,,,,,,,,,
2022/6/7,0,,,,,,,,,,,,,
2022/8/6,40,,,,,,,,,,,,,
2022/8/6,0,,,,,,,,,,,,,
2022/8/6,1681,,,,,,,,,,,,,
2022/8/6,484,,,,,,,,,,,,,
2022/6/27,0,,,,,,,,,,,,,
2022/6/27,2153,,,,,,,,,,,,,
2022/6/27,564,,,,,,,,,,,,,
2022/6/27,0,,,,,,,,,,,,,
2022/6/27,25,,,,,,,,,,,,,
2022/6/27,102,,,,,,,,,,,,,
2021/9/15,125,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,
2021/9/15,292,,,,,,,,,,,,,
2021/9/15,75,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,
2021/9/15,130,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,
2022/6/16,192,,,,,,,,,,,,,
2022/6/16,170,,,,,,,,,,,,,
2022/2/17,1940,,,,,,,,,,,,,
2022/2/17,1164,,,,,,,,,,,,,
2022/2/17,728,,,,,,,,,,,,,
2022/6/7,1834,,,,,,,,,,,,,
2022/6/7,200,,,,,,,,,,,,,
2022/6/7,50,,,,,,,,,,,,,
2022/6/7,1107,,,,,,,,,,,,,
2022/6/7,75,,,,,,,,,,,,,
2021/9/15,84,,,,,,,,,,,,,
2021/9/15,662,,,,,,,,,,,,,
2021/9/15,934,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,
2022/4/18,197,,,,,,,,,,,,,
2022/4/18,171,,,,,,,,,,,,,
2022/4/18,0,,,,,,,,,,,,,
2022/2/17,0,,,,,,,,,,,,,
2022/2/17,115,,,,,,,,,,,,,
2022/2/17,405,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,
2021/10/4,763,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,
2021/9/5,126,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,438,,,,,,,,,,,,,
2021/9/5,19,,,,,,,,,,,,,
2022/4/18,399,,,,,,,,,,,,,
2022/4/18,225,,,,,,,,,,,,,
2022/4/18,21,,,,,,,,,,,,,
2022/4/18,4,,,,,,,,,,,,,
2022/4/18,46,,,,,,,,,,,,,
2022/4/18,99,,,,,,,,,,,,,
2022/2/17,100,,,,,,,,,,,,,
2022/2/17,0,,,,,,,,,,,,,
2021/10/4,662,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,
2021/10/4,71,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,325,,,,,,,,,,,,,
2021/9/5,124,,,,,,,,,,,,,
2021/9/5,176,,,,,,,,,,,,,
2021/9/5,24,,,,,,,,,,,,,
2021/9/5,25,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,25,,,,,,,,,,,,,
2022/4/18,1420,,,,,,,,,,,,,
2022/4/18,271,,,,,,,,,,,,,
2022/4/18,23,,,,,,,,,,,,,
2022/4/18,239,,,,,,,,,,,,,
2022/4/18,100,,,,,,,,,,,,,
2022/4/18,98,,,,,,,,,,,,,
2022/4/18,0,,,,,,,,,,,,,
2022/2/17,75,,,,,,,,,,,,,
2022/2/17,1042,,,,,,,,,,,,,
2022/1/24,0,,,,,,,,,,,,,
2022/1/24,46,,,,,,,,,,,,,
2022/1/24,86,,,,,,,,,,,,,
2021/10/4,92,,,,,,,,,,,,,
2021/10/4,25,,,,,,,,,,,,,
2021/10/4,23,,,,,,,,,,,,,
2022/1/25,50,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,173,,,,,,,,,,,,,
2021/9/5,420,,,,,,,,,,,,,
2021/9/5,49,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2022/2/18,172,,,,,,,,,,,,,
2022/4/18,1,,,,,,,,,,,,,
2022/6/5,23,,,,,,,,,,,,,
2022/6/5,500,,,,,,,,,,,,,
2022/6/5,274,,,,,,,,,,,,,
2022/6/5,25,,,,,,,,,,,,,
2022/1/24,0,,,,,,,,,,,,,
2021/10/4,175,,,,,,,,,,,,,
2021/10/4,125,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,
2021/10/4,694,,,,,,,,,,,,,
2021/10/4,572,,,,,,,,,,,,,
2021/12/1,0,,,,,,,,,,,,,
2021/12/1,49,,,,,,,,,,,,,
2021/12/1,787,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,150,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,353,,,,,,,,,,,,,
2022/1/25,0,,,,,,,,,,,,,
2022/1/25,95,,,,,,,,,,,,,
2022/1/25,0,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,113,,,,,,,,,,,,,
2021/9/5,1,,,,,,,,,,,,,
2021/9/5,25,,,,,,,,,,,,,
2021/9/5,1041,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,
2022/6/5,97,,,,,,,,,,,,,
2022/6/5,505,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,
2022/1/24,157,,,,,,,,,,,,,
2022/1/24,50,,,,,,,,,,,,,
2022/1/24,0,,,,,,,,,,,,,
2022/1/24,124,,,,,,,,,,,,,
2022/1/24,292,,,,,,,,,,,,,
2022/1/24,964,,,,,,,,,,,,,
2022/1/24,542,,,,,,,,,,,,,
2022/1/24,0,,,,,,,,,,,,,
2022/1/24,0,,,,,,,,,,,,,
2022/1/24,484,,,,,,,,,,,,,
2021/8/29,71,,,,,,,,,,,,,
2021/8/29,262,,,,,,,,,,,,,
2022/1/25,71,,,,,,,,,,,,,
2022/1/25,25,,,,,,,,,,,,,
2022/1/25,2,,,,,,,,,,,,,
2022/1/25,0,,,,,,,,,,,,,
2022/1/25,421,,,,,,,,,,,,,
2022/1/25,555,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,1318,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2022/2/18,25,,,,,,,,,,,,,
2022/2/18,325,,,,,,,,,,,,,
2022/2/10,91,,,,,,,,,,,,,
2022/2/10,475,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/2/10,100,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/6/5,1046,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,
2022/6/5,150,,,,,,,,,,,,,
2022/1/24,0,,,,,,,,,,,,,
2022/1/24,0,,,,,,,,,,,,,
2022/6/21,25,,,,,,,,,,,,,
2022/6/21,2918,,,,,,,,,,,,,
2021/12/1,96,,,,,,,,,,,,,
2021/12/1,0,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,100,,,,,,,,,,,,,
2021/8/29,0,,,,,,,,,,,,,
2021/8/29,95,,,,,,,,,,,,,
2021/8/29,450,,,,,,,,,,,,,
2022/1/25,71,,,,,,,,,,,,,
2022/1/25,469,,,,,,,,,,,,,
2022/1/25,822,,,,,,,,,,,,,
2022/1/25,757,,,,,,,,,,,,,
2022/1/25,0,,,,,,,,,,,,,
2022/1/25,1624,,,,,,,,,,,,,
2022/1/25,294,,,,,,,,,,,,,
2022/1/25,249,,,,,,,,,,,,,
2022/1/25,0,,,,,,,,,,,,,
2022/1/25,0,,,,,,,,,,,,,
2022/1/25,49,,,,,,,,,,,,,
2022/2/10,75,,,,,,,,,,,,,
2022/2/10,636,,,,,,,,,,,,,
2022/2/10,21,,,,,,,,,,,,,
2022/2/10,50,,,,,,,,,,,,,
2022/2/10,546,,,,,,,,,,,,,
2022/2/10,150,,,,,,,,,,,,,
2022/2/10,25,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/6/5,75,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/1,54,,,,,,,,,,,,,
2022/6/1,1509,,,,,,,,,,,,,
2022/6/1,835,,,,,,,,,,,,,
2022/6/1,846,,,,,,,,,,,,,
2022/6/21,317,,,,,,,,,,,,,
2022/6/21,261,,,,,,,,,,,,,
2022/6/21,770,,,,,,,,,,,,,
2022/6/21,274,,,,,,,,,,,,,
2022/6/21,100,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/6/21,75,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/6/21,21,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2021/12/1,190,,,,,,,,,,,,,
2022/7/12,520,,,,,,,,,,,,,
2022/7/12,485,,,,,,,,,,,,,
2021/8/30,225,,,,,,,,,,,,,
2021/8/30,96,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,230,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/18,0,,,,,,,,,,,,,
2022/3/18,328,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/1,71,,,,,,,,,,,,,
2022/6/1,25,,,,,,,,,,,,,
2022/6/1,292,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/1,50,,,,,,,,,,,,,
2022/6/1,79,,,,,,,,,,,,,
2022/6/21,435,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/7/12,25,,,,,,,,,,,,,
2022/7/12,397,,,,,,,,,,,,,
2022/7/12,0,,,,,,,,,,,,,
2022/7/12,0,,,,,,,,,,,,,
2022/7/12,574,,,,,,,,,,,,,
2022/7/12,0,,,,,,,,,,,,,
2022/7/12,798,,,,,,,,,,,,,
2022/7/12,3945,,,,,,,,,,,,,
2022/3/18,0,,,,,,,,,,,,,
2022/3/18,0,,,,,,,,,,,,,
2022/3/18,2335,,,,,,,,,,,,,
2022/3/18,25,,,,,,,,,,,,,
2022/3/18,0,,,,,,,,,,,,,
2022/3/18,23,,,,,,,,,,,,,
2022/3/18,2,,,,,,,,,,,,,
2022/6/1,225,,,,,,,,,,,,,
2022/6/1,70,,,,,,,,,,,,,
2022/6/1,25,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/21,288,,,,,,,,,,,,,
2022/7/12,1665,,,,,,,,,,,,,
2022/3/5,1146,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,435,,,,,,,,,,,,,
2022/3/5,25,,,,,,,,,,,,,
2022/3/18,0,,,,,,,,,,,,,
2022/3/18,64,,,,,,,,,,,,,
2022/3/18,73,,,,,,,,,,,,,
2021/12/1,260,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/1,178,,,,,,,,,,,,,
2021/9/2,274,,,,,,,,,,,,,
2021/9/2,17,,,,,,,,,,,,,
2021/9/2,146,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2022/3/30,0,,,,,,,,,,,,,
2022/3/30,50,,,,,,,,,,,,,
2022/3/30,187,,,,,,,,,,,,,
2022/3/30,150,,,,,,,,,,,,,
2022/3/5,34,,,,,,,,,,,,,
2022/3/29,0,,,,,,,,,,,,,
2021/12/1,100,,,,,,,,,,,,,
2021/12/1,25,,,,,,,,,,,,,
2021/12/1,50,,,,,,,,,,,,,
2021/12/1,75,,,,,,,,,,,,,
2021/9/2,166,,,,,,,,,,,,,
2021/9/2,296,,,,,,,,,,,,,
2021/9/2,92,,,,,,,,,,,,,
2022/1/26,250,,,,,,,,,,,,,
2022/1/26,216,,,,,,,,,,,,,
2022/1/26,50,,,,,,,,,,,,,
2022/1/26,54,,,,,,,,,,,,,
2022/3/30,347,,,,,,,,,,,,,
2022/4/18,0,,,,,,,,,,,,,
2022/4/18,250,,,,,,,,,,,,,
2022/4/18,25,,,,,,,,,,,,,
2022/3/29,55,,,,,,,,,,,,,
2022/3/29,77,,,,,,,,,,,,,
2022/3/29,74,,,,,,,,,,,,,
2022/3/29,21,,,,,,,,,,,,,
2022/3/29,0,,,,,,,,,,,,,
2021/12/1,187,,,,,,,,,,,,,
2021/12/1,25,,,,,,,,,,,,,
2021/12/1,0,,,,,,,,,,,,,
2021/12/1,125,,,,,,,,,,,,,
2021/12/1,0,,,,,,,,,,,,,
2021/12/1,98,,,,,,,,,,,,,
2021/9/2,50,,,,,,,,,,,,,
2022/1/7,241,,,,,,,,,,,,,
2022/1/7,75,,,,,,,,,,,,,
2022/1/26,175,,,,,,,,,,,,,
2022/3/30,0,,,,,,,,,,,,,
2022/3/30,602,,,,,,,,,,,,,
2022/3/30,23,,,,,,,,,,,,,
2022/3/30,125,,,,,,,,,,,,,
2022/3/30,323,,,,,,,,,,,,,
2022/4/18,281,,,,,,,,,,,,,
2022/4/18,667,,,,,,,,,,,,,
2022/4/18,2,,,,,,,,,,,,,
2022/4/18,275,,,,,,,,,,,,,
2022/3/29,209,,,,,,,,,,,,,
2022/3/29,0,,,,,,,,,,,,,
2021/12/1,0,,,,,,,,,,,,,
2021/12/1,0,,,,,,,,,,,,,
2022/1/7,25,,,,,,,,,,,,,
2022/1/7,0,,,,,,,,,,,,,
2022/1/7,370,,,,,,,,,,,,,
2022/1/7,50,,,,,,,,,,,,,
2022/1/7,158,,,,,,,,,,,,,
2021/11/3,0,,,,,,,,,,,,,
2022/1/26,605,,,,,,,,,,,,,
2022/1/26,775,,,,,,,,,,,,,
2022/1/26,250,,,,,,,,,,,,,
2022/3/30,25,,,,,,,,,,,,,
2022/3/30,0,,,,,,,,,,,,,
2022/3/30,299,,,,,,,,,,,,,
2022/3/30,0,,,,,,,,,,,,,
2022/3/30,1117,,,,,,,,,,,,,
2022/4/18,0,,,,,,,,,,,,,
2022/4/18,315,,,,,,,,,,,,,
2022/4/18,667,,,,,,,,,,,,,
2022/4/18,168,,,,,,,,,,,,,
2022/3/29,0,,,,,,,,,,,,,
2022/3/29,503,,,,,,,,,,,,,
2022/3/29,390,,,,,,,,,,,,,
2022/3/29,1394,,,,,,,,,,,,,
2022/3/29,149,,,,,,,,,,,,,
2021/12/1,75,,,,,,,,,,,,,
2021/12/1,75,,,,,,,,,,,,,
2021/11/24,174,,,,,,,,,,,,,
2021/11/24,398,,,,,,,,,,,,,
2021/11/24,50,,,,,,,,,,,,,
2021/11/3,25,,,,,,,,,,,,,
2021/11/3,101,,,,,,,,,,,,,
2021/11/3,507,,,,,,,,,,,,,
2021/11/3,300,,,,,,,,,,,,,
2022/3/14,273,,,,,,,,,,,,,
2022/3/14,0,,,,,,,,,,,,,
2022/7/7,514,,,,,,,,,,,,,
2022/7/7,255,,,,,,,,,,,,,
2021/12/8,2075,,,,,,,,,,,,,
2021/12/8,1,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2021/12/8,370,,,,,,,,,,,,,
2021/12/8,25,,,,,,,,,,,,,
2021/12/8,50,,,,,,,,,,,,,
2021/12/8,138,,,,,,,,,,,,,
2021/12/8,437,,,,,,,,,,,,,
2022/1/12,200,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,
2021/11/24,100,,,,,,,,,,,,,
2021/11/24,163,,,,,,,,,,,,,
2021/11/24,0,,,,,,,,,,,,,
2021/11/24,1022,,,,,,,,,,,,,
2021/11/24,895,,,,,,,,,,,,,
2021/11/3,25,,,,,,,,,,,,,
2021/11/3,73,,,,,,,,,,,,,
2021/11/3,1846,,,,,,,,,,,,,
2021/11/3,493,,,,,,,,,,,,,
2021/11/3,62,,,,,,,,,,,,,
2022/7/7,125,,,,,,,,,,,,,
2022/7/7,192,,,,,,,,,,,,,
2021/12/8,146,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2021/12/8,200,,,,,,,,,,,,,
2022/1/12,42,,,,,,,,,,,,,
2022/1/12,295,,,,,,,,,,,,,
2021/11/24,1364,,,,,,,,,,,,,
2021/11/24,375,,,,,,,,,,,,,
2022/3/5,206,,,,,,,,,,,,,
2022/3/5,29,,,,,,,,,,,,,
2022/3/5,6,,,,,,,,,,,,,
2022/3/5,146,,,,,,,,,,,,,
2022/3/5,1023,,,,,,,,,,,,,
2022/3/5,1499,,,,,,,,,,,,,
2022/7/7,0,,,,,,,,,,,,,
2022/7/7,74,,,,,,,,,,,,,
2022/7/7,75,,,,,,,,,,,,,
2022/7/7,0,,,,,,,,,,,,,
2022/7/7,0,,,,,,,,,,,,,
2021/12/8,353,,,,,,,,,,,,,
2021/12/8,795,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2022/1/12,75,,,,,,,,,,,,,
2022/1/12,168,,,,,,,,,,,,,
2022/1/12,25,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,
2021/11/24,250,,,,,,,,,,,,,
2021/11/24,536,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,446,,,,,,,,,,,,,
2022/3/5,244,,,,,,,,,,,,,
2022/3/5,125,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/9/11,75,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/9/11,350,,,,,,,,,,,,,
2021/9/11,275,,,,,,,,,,,,,
2022/7/7,0,,,,,,,,,,,,,
2022/7/7,71,,,,,,,,,,,,,
2022/7/7,267,,,,,,,,,,,,,
2021/11/2,100,,,,,,,,,,,,,
2021/11/2,0,,,,,,,,,,,,,
2021/11/2,0,,,,,,,,,,,,,
2021/11/2,371,,,,,,,,,,,,,
2021/11/2,296,,,,,,,,,,,,,
2021/12/8,175,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2022/1/5,67,,,,,,,,,,,,,
2022/1/5,77,,,,,,,,,,,,,
2022/1/5,0,,,,,,,,,,,,,
2022/1/5,325,,,,,,,,,,,,,
2022/3/5,547,,,,,,,,,,,,,
2022/3/5,175,,,,,,,,,,,,,
2022/3/5,171,,,,,,,,,,,,,
2021/9/6,0,,,,,,,,,,,,,
2021/9/11,161,,,,,,,,,,,,,
2021/9/11,45,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/9/11,38,,,,,,,,,,,,,
2022/3/14,209,,,,,,,,,,,,,
2022/3/14,0,,,,,,,,,,,,,
2021/11/2,220,,,,,,,,,,,,,
2021/11/2,132,,,,,,,,,,,,,
2021/11/2,262,,,,,,,,,,,,,
2021/11/2,0,,,,,,,,,,,,,
2021/11/2,438,,,,,,,,,,,,,
2021/11/2,198,,,,,,,,,,,,,
2021/11/2,393,,,,,,,,,,,,,
