Date,WIP,,,WIP,,date,all_wpd,,,MOVE,,DATE,WIP,MOVE
2022/4/29,86,,,,,,,,,,,,,
2022/4/29,25,,,,,,,,,,,,,
2022/4/29,0,,,,,,,,,,,,,
2022/4/29,0,,,,,,,,,,,,,
2021/9/3,0,,,,,,,,,,,,,
2021/9/3,25,,,,,,,,,,,,,
2021/9/3,46,,,,,,,,,,,,,
2022/1/20,105,,,,,,,,,,,,,
2022/1/20,225,,,,,,,,,,,,,
2022/1/20,46,,,,,,,,,,,,,
2022/1/20,150,,,,,,,,,,,,,
2022/1/20,0,,,,,,,,,,,,,
2022/1/20,0,,,,,,,,,,,,,
2021/9/18,249,,,,,,,,,,,,,
2021/9/18,146,,,,,,,,,,,,,
2021/9/18,25,,,,,,,,,,,,,
2021/9/18,425,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,50,,,,,,,,,,,,,
2021/9/12,149,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2022/1/10,47,,,,,,,,,,,,,
2022/4/29,22,,,,,,,,,,,,,
2022/4/29,25,,,,,,,,,,,,,
2022/4/29,75,,,,,,,,,,,,,
2022/4/29,21,,,,,,,,,,,,,
2022/4/29,0,,,,,,,,,,,,,
2022/4/29,75,,,,,,,,,,,,,
2022/4/24,225,,,,,,,,,,,,,
2021/9/3,75,,,,,,,,,,,,,
2021/9/3,71,,,,,,,,,,,,,
2022/1/6,196,,,,,,,,,,,,,
2022/1/6,75,,,,,,,,,,,,,
2022/1/6,254,,,,,,,,,,,,,
2022/1/20,262,,,,,,,,,,,,,
2021/9/29,25,,,,,,,,,,,,,
2021/9/29,0,,,,,,,,,,,,,
2021/9/29,0,,,,,,,,,,,,,
2021/9/29,438,,,,,,,,,,,,,
2021/9/29,302,,,,,,,,,,,,,
2021/9/29,394,,,,,,,,,,,,,
2021/9/29,62,,,,,,,,,,,,,
2021/10/10,316,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,
2021/9/12,25,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,193,,,,,,,,,,,,,
2022/1/10,169,,,,,,,,,,,,,
2022/1/10,1,,,,,,,,,,,,,
2022/1/10,1889,,,,,,,,,,,,,
2022/1/10,743,,,,,,,,,,,,,
2022/1/10,299,,,,,,,,,,,,,
2022/1/10,55,,,,,,,,,,,,,
2022/1/10,100,,,,,,,,,,,,,
2022/4/24,0,,,,,,,,,,,,,
2022/4/24,91,,,,,,,,,,,,,
2022/4/24,0,,,,,,,,,,,,,
2022/4/24,228,,,,,,,,,,,,,
2022/4/24,21,,,,,,,,,,,,,
2022/4/24,0,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,
2022/1/6,1377,,,,,,,,,,,,,
2021/9/29,310,,,,,,,,,,,,,
2021/9/29,100,,,,,,,,,,,,,
2021/9/29,121,,,,,,,,,,,,,
2021/9/29,1134,,,,,,,,,,,,,
2021/10/10,1385,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,
2021/9/12,25,,,,,,,,,,,,,
2022/1/10,92,,,,,,,,,,,,,
2022/1/10,75,,,,,,,,,,,,,
2022/1/10,367,,,,,,,,,,,,,
2022/1/10,0,,,,,,,,,,,,,
2022/1/10,25,,,,,,,,,,,,,
2022/4/24,25,,,,,,,,,,,,,
2022/4/24,25,,,,,,,,,,,,,
2022/4/24,0,,,,,,,,,,,,,
2022/4/24,63,,,,,,,,,,,,,
2022/4/24,100,,,,,,,,,,,,,
2022/4/24,25,,,,,,,,,,,,,
2022/4/24,144,,,,,,,,,,,,,
2022/4/24,25,,,,,,,,,,,,,
2022/1/6,50,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,
2022/1/6,546,,,,,,,,,,,,,
2022/1/6,887,,,,,,,,,,,,,
2022/1/6,475,,,,,,,,,,,,,
2022/1/6,175,,,,,,,,,,,,,
2021/9/8,75,,,,,,,,,,,,,
2021/9/8,25,,,,,,,,,,,,,
2021/9/8,275,,,,,,,,,,,,,
2021/9/8,25,,,,,,,,,,,,,
2021/9/8,96,,,,,,,,,,,,,
2021/9/8,78,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,
2021/10/10,275,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,
2022/1/10,80,,,,,,,,,,,,,
2022/1/10,460,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,100,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,225,,,,,,,,,,,,,
2021/12/20,1069,,,,,,,,,,,,,
2021/12/20,1532,,,,,,,,,,,,,
2022/4/24,884,,,,,,,,,,,,,
2022/1/6,201,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,
2021/9/11,50,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/9/11,246,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/9/8,0,,,,,,,,,,,,,
2021/9/8,257,,,,,,,,,,,,,
2021/9/8,300,,,,,,,,,,,,,
2021/10/10,75,,,,,,,,,,,,,
2021/10/10,171,,,,,,,,,,,,,
2021/12/20,50,,,,,,,,,,,,,
2021/12/20,370,,,,,,,,,,,,,
2021/12/20,829,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2022/4/1,15,,,,,,,,,,,,,
2022/4/1,0,,,,,,,,,,,,,
2022/4/1,521,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/9/11,100,,,,,,,,,,,,,
2021/9/11,841,,,,,,,,,,,,,
2021/9/11,29,,,,,,,,,,,,,
2021/9/11,25,,,,,,,,,,,,,
2021/10/5,199,,,,,,,,,,,,,
2021/9/2,174,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,25,,,,,,,,,,,,,
2022/4/1,324,,,,,,,,,,,,,
2022/4/1,90,,,,,,,,,,,,,
2022/4/1,50,,,,,,,,,,,,,
2021/9/11,125,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/10/5,182,,,,,,,,,,,,,
2021/10/5,0,,,,,,,,,,,,,
2021/9/2,511,,,,,,,,,,,,,
2021/9/2,373,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,117,,,,,,,,,,,,,
2021/12/20,0,,,,,,,,,,,,,
2021/12/20,421,,,,,,,,,,,,,
2021/12/20,106,,,,,,,,,,,,,
2021/12/20,25,,,,,,,,,,,,,
2022/4/1,91,,,,,,,,,,,,,
2022/4/1,25,,,,,,,,,,,,,
2022/4/1,0,,,,,,,,,,,,,
2022/4/1,524,,,,,,,,,,,,,
2022/4/1,0,,,,,,,,,,,,,
2022/4/1,49,,,,,,,,,,,,,
2022/4/1,0,,,,,,,,,,,,,
2022/4/1,0,,,,,,,,,,,,,
2022/4/1,0,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/9/11,592,,,,,,,,,,,,,
2022/4/28,63,,,,,,,,,,,,,
2022/4/28,100,,,,,,,,,,,,,
2022/4/28,24,,,,,,,,,,,,,
2022/4/28,100,,,,,,,,,,,,,
2022/4/28,100,,,,,,,,,,,,,
2022/4/28,2,,,,,,,,,,,,,
2022/4/28,0,,,,,,,,,,,,,
2021/10/5,50,,,,,,,,,,,,,
2021/10/5,0,,,,,,,,,,,,,
2021/10/5,0,,,,,,,,,,,,,
2021/10/5,0,,,,,,,,,,,,,
2021/10/5,155,,,,,,,,,,,,,
2021/10/5,179,,,,,,,,,,,,,
2021/9/2,394,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,516,,,,,,,,,,,,,
2021/9/2,124,,,,,,,,,,,,,
2021/9/17,50,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,422,,,,,,,,,,,,,
2021/9/11,0,,,,,,,,,,,,,
2021/8/26,271,,,,,,,,,,,,,
2021/8/26,73,,,,,,,,,,,,,
2022/4/28,42,,,,,,,,,,,,,
2022/4/28,0,,,,,,,,,,,,,
2022/4/28,0,,,,,,,,,,,,,
2022/4/28,0,,,,,,,,,,,,,
2022/4/28,146,,,,,,,,,,,,,
2022/4/28,8,,,,,,,,,,,,,
2022/4/28,865,,,,,,,,,,,,,
2021/10/5,96,,,,,,,,,,,,,
2021/10/5,25,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,50,,,,,,,,,,,,,
2022/2/9,75,,,,,,,,,,,,,
2022/2/9,442,,,,,,,,,,,,,
2022/2/9,982,,,,,,,,,,,,,
2021/8/26,553,,,,,,,,,,,,,
2021/8/26,887,,,,,,,,,,,,,
2021/8/26,53,,,,,,,,,,,,,
2021/8/26,250,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,25,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,123,,,,,,,,,,,,,
2022/4/28,1395,,,,,,,,,,,,,
2022/4/28,759,,,,,,,,,,,,,
2022/4/28,25,,,,,,,,,,,,,
2022/4/28,401,,,,,,,,,,,,,
2022/4/28,237,,,,,,,,,,,,,
2022/4/28,0,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/17,67,,,,,,,,,,,,,
2021/9/17,25,,,,,,,,,,,,,
2021/9/17,641,,,,,,,,,,,,,
2021/9/17,46,,,,,,,,,,,,,
2021/9/17,534,,,,,,,,,,,,,
2021/9/17,25,,,,,,,,,,,,,
2021/9/17,123,,,,,,,,,,,,,
2022/2/9,183,,,,,,,,,,,,,
2022/1/18,73,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,
2022/1/18,1327,,,,,,,,,,,,,
2021/8/26,25,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,484,,,,,,,,,,,,,
2021/8/26,233,,,,,,,,,,,,,
2021/8/26,294,,,,,,,,,,,,,
2021/8/26,25,,,,,,,,,,,,,
2022/4/28,0,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,21,,,,,,,,,,,,,
2021/9/17,100,,,,,,,,,,,,,
2021/9/17,25,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,192,,,,,,,,,,,,,
2021/9/17,46,,,,,,,,,,,,,
2021/9/17,100,,,,,,,,,,,,,
2021/9/17,175,,,,,,,,,,,,,
2021/9/17,214,,,,,,,,,,,,,
2021/12/30,346,,,,,,,,,,,,,
2021/12/30,1091,,,,,,,,,,,,,
2021/12/30,0,,,,,,,,,,,,,
2021/12/30,0,,,,,,,,,,,,,
2021/12/21,301,,,,,,,,,,,,,
2021/12/21,40,,,,,,,,,,,,,
2022/1/18,693,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,
2021/8/26,300,,,,,,,,,,,,,
2021/8/26,167,,,,,,,,,,,,,
2021/8/26,400,,,,,,,,,,,,,
2021/8/26,25,,,,,,,,,,,,,
2021/9/17,50,,,,,,,,,,,,,
2021/9/17,196,,,,,,,,,,,,,
2021/9/17,49,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,46,,,,,,,,,,,,,
2021/9/17,148,,,,,,,,,,,,,
2021/12/30,0,,,,,,,,,,,,,
2021/12/30,142,,,,,,,,,,,,,
2021/12/30,0,,,,,,,,,,,,,
2021/12/30,126,,,,,,,,,,,,,
2021/12/21,0,,,,,,,,,,,,,
2021/12/21,100,,,,,,,,,,,,,
2021/12/21,323,,,,,,,,,,,,,
2022/1/18,300,,,,,,,,,,,,,
2022/1/18,67,,,,,,,,,,,,,
2022/1/18,675,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,
2022/1/18,25,,,,,,,,,,,,,
2021/10/14,309,,,,,,,,,,,,,
2021/10/14,25,,,,,,,,,,,,,
2021/10/14,400,,,,,,,,,,,,,
2021/10/14,912,,,,,,,,,,,,,
2021/9/5,188,,,,,,,,,,,,,
2021/9/5,51,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/9/17,0,,,,,,,,,,,,,
2021/11/21,125,,,,,,,,,,,,,
2021/12/30,49,,,,,,,,,,,,,
2021/12/30,0,,,,,,,,,,,,,
2021/12/30,50,,,,,,,,,,,,,
2021/12/30,23,,,,,,,,,,,,,
2021/12/30,44,,,,,,,,,,,,,
2021/12/30,0,,,,,,,,,,,,,
2021/12/30,117,,,,,,,,,,,,,
2021/12/21,125,,,,,,,,,,,,,
2021/12/21,917,,,,,,,,,,,,,
2022/1/18,70,,,,,,,,,,,,,
2021/10/14,171,,,,,,,,,,,,,
2021/10/14,903,,,,,,,,,,,,,
2021/10/14,0,,,,,,,,,,,,,
2021/10/14,125,,,,,,,,,,,,,
2021/10/14,0,,,,,,,,,,,,,
2021/10/14,0,,,,,,,,,,,,,
2021/10/14,75,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,92,,,,,,,,,,,,,
2021/11/21,25,,,,,,,,,,,,,
2021/11/21,62,,,,,,,,,,,,,
2021/11/21,0,,,,,,,,,,,,,
2021/11/21,50,,,,,,,,,,,,,
2021/12/21,410,,,,,,,,,,,,,
2021/12/21,0,,,,,,,,,,,,,
2021/10/14,1,,,,,,,,,,,,,
2021/10/14,259,,,,,,,,,,,,,
2021/10/14,125,,,,,,,,,,,,,
2021/10/14,0,,,,,,,,,,,,,
2021/10/14,25,,,,,,,,,,,,,
2021/10/14,46,,,,,,,,,,,,,
2022/3/1,2181,,,,,,,,,,,,,
2022/3/1,100,,,,,,,,,,,,,
2021/9/5,25,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/9/5,17,,,,,,,,,,,,,
2021/9/5,0,,,,,,,,,,,,,
2021/11/21,257,,,,,,,,,,,,,
2021/11/21,1443,,,,,,,,,,,,,
2021/11/21,148,,,,,,,,,,,,,
2021/11/21,250,,,,,,,,,,,,,
2021/11/1,249,,,,,,,,,,,,,
2021/12/21,148,,,,,,,,,,,,,
2021/12/21,0,,,,,,,,,,,,,
2021/12/21,0,,,,,,,,,,,,,
2022/3/1,0,,,,,,,,,,,,,
2022/3/1,0,,,,,,,,,,,,,
2022/3/1,417,,,,,,,,,,,,,
2022/3/1,51,,,,,,,,,,,,,
2022/3/1,917,,,,,,,,,,,,,
2022/3/1,142,,,,,,,,,,,,,
2021/11/1,25,,,,,,,,,,,,,
2021/11/1,167,,,,,,,,,,,,,
2021/11/1,44,,,,,,,,,,,,,
2021/11/1,49,,,,,,,,,,,,,
2022/6/1,150,,,,,,,,,,,,,
2022/6/1,46,,,,,,,,,,,,,
2022/6/1,395,,,,,,,,,,,,,
2022/3/1,25,,,,,,,,,,,,,
2022/3/1,75,,,,,,,,,,,,,
2022/3/1,21,,,,,,,,,,,,,
2022/4/27,278,,,,,,,,,,,,,
2022/4/27,1096,,,,,,,,,,,,,
2022/4/27,150,,,,,,,,,,,,,
2022/4/27,0,,,,,,,,,,,,,
2022/4/27,1513,,,,,,,,,,,,,
2022/4/27,150,,,,,,,,,,,,,
2021/11/1,299,,,,,,,,,,,,,
2022/5/21,0,,,,,,,,,,,,,
2022/5/21,98,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/1,281,,,,,,,,,,,,,
2022/6/1,50,,,,,,,,,,,,,
2022/6/1,272,,,,,,,,,,,,,
2022/1/29,277,,,,,,,,,,,,,
2022/1/29,272,,,,,,,,,,,,,
2022/1/29,100,,,,,,,,,,,,,
2022/3/1,429,,,,,,,,,,,,,
2022/3/1,282,,,,,,,,,,,,,
2022/7/20,59,,,,,,,,,,,,,
2022/7/20,273,,,,,,,,,,,,,
2022/1/9,0,,,,,,,,,,,,,
2022/1/9,0,,,,,,,,,,,,,
2022/1/9,71,,,,,,,,,,,,,
2022/4/27,68,,,,,,,,,,,,,
2022/4/27,200,,,,,,,,,,,,,
2022/4/27,58,,,,,,,,,,,,,
2022/4/27,163,,,,,,,,,,,,,
2022/4/27,0,,,,,,,,,,,,,
2022/4/27,63,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/6/1,2,,,,,,,,,,,,,
2022/6/1,1337,,,,,,,,,,,,,
2022/6/1,0,,,,,,,,,,,,,
2022/1/29,304,,,,,,,,,,,,,
2022/1/29,114,,,,,,,,,,,,,
2022/1/29,142,,,,,,,,,,,,,
2022/1/29,51,,,,,,,,,,,,,
2022/1/29,75,,,,,,,,,,,,,
2022/1/29,175,,,,,,,,,,,,,
2022/1/29,1634,,,,,,,,,,,,,
2022/1/29,175,,,,,,,,,,,,,
2022/1/29,471,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,
2022/7/20,0,,,,,,,,,,,,,
2022/7/20,175,,,,,,,,,,,,,
2022/7/20,50,,,,,,,,,,,,,
2022/7/20,291,,,,,,,,,,,,,
2022/7/20,360,,,,,,,,,,,,,
2022/7/20,166,,,,,,,,,,,,,
2022/7/20,29,,,,,,,,,,,,,
2022/7/20,25,,,,,,,,,,,,,
2022/1/9,49,,,,,,,,,,,,,
2022/1/9,0,,,,,,,,,,,,,
2022/1/9,46,,,,,,,,,,,,,
2022/4/27,75,,,,,,,,,,,,,
2022/4/27,0,,,,,,,,,,,,,
2022/4/27,21,,,,,,,,,,,,,
2022/4/27,549,,,,,,,,,,,,,
2022/5/21,50,,,,,,,,,,,,,
2022/5/21,25,,,,,,,,,,,,,
2022/5/21,327,,,,,,,,,,,,,
2022/5/21,200,,,,,,,,,,,,,
2022/5/21,50,,,,,,,,,,,,,
2022/5/21,72,,,,,,,,,,,,,
2022/5/21,0,,,,,,,,,,,,,
2022/5/21,0,,,,,,,,,,,,,
2022/5/21,21,,,,,,,,,,,,,
2022/5/21,26,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,
2022/2/18,54,,,,,,,,,,,,,
2022/2/18,100,,,,,,,,,,,,,
2022/2/18,124,,,,,,,,,,,,,
2022/2/18,250,,,,,,,,,,,,,
2022/2/18,197,,,,,,,,,,,,,
2022/2/18,379,,,,,,,,,,,,,
2022/2/18,148,,,,,,,,,,,,,
2022/2/18,25,,,,,,,,,,,,,
2022/4/19,0,,,,,,,,,,,,,
2022/4/19,271,,,,,,,,,,,,,
2022/1/29,545,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,
2022/1/29,124,,,,,,,,,,,,,
2022/1/29,63,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,
2022/7/20,125,,,,,,,,,,,,,
2022/7/20,371,,,,,,,,,,,,,
2022/7/20,166,,,,,,,,,,,,,
2022/7/20,2955,,,,,,,,,,,,,
2022/7/20,50,,,,,,,,,,,,,
2022/7/20,47,,,,,,,,,,,,,
2022/5/21,0,,,,,,,,,,,,,
2022/3/1,0,,,,,,,,,,,,,
2022/3/1,879,,,,,,,,,,,,,
2022/3/1,0,,,,,,,,,,,,,
2022/3/1,1388,,,,,,,,,,,,,
2022/3/1,25,,,,,,,,,,,,,
2022/3/1,621,,,,,,,,,,,,,
2022/2/18,150,,,,,,,,,,,,,
2022/2/18,75,,,,,,,,,,,,,
2022/4/19,98,,,,,,,,,,,,,
2022/4/19,25,,,,,,,,,,,,,
2022/4/19,190,,,,,,,,,,,,,
2022/4/19,435,,,,,,,,,,,,,
2022/4/19,210,,,,,,,,,,,,,
2022/4/19,25,,,,,,,,,,,,,
2022/1/29,149,,,,,,,,,,,,,
2022/4/6,1134,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2022/4/6,50,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2022/7/20,21,,,,,,,,,,,,,
2022/7/21,31,,,,,,,,,,,,,
2021/11/7,304,,,,,,,,,,,,,
2021/11/7,0,,,,,,,,,,,,,
2021/11/7,25,,,,,,,,,,,,,
2021/11/7,96,,,,,,,,,,,,,
2021/11/7,225,,,,,,,,,,,,,
2022/3/1,138,,,,,,,,,,,,,
2022/3/1,670,,,,,,,,,,,,,
2022/3/1,0,,,,,,,,,,,,,
2022/2/18,274,,,,,,,,,,,,,
2022/2/18,736,,,,,,,,,,,,,
2022/2/18,98,,,,,,,,,,,,,
2022/2/18,24,,,,,,,,,,,,,
2022/2/18,100,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,
2022/2/18,246,,,,,,,,,,,,,
2022/4/19,437,,,,,,,,,,,,,
2022/4/19,0,,,,,,,,,,,,,
2022/4/6,322,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2022/4/6,198,,,,,,,,,,,,,
2021/11/7,4,,,,,,,,,,,,,
2021/11/7,939,,,,,,,,,,,,,
2021/11/7,195,,,,,,,,,,,,,
2021/11/7,0,,,,,,,,,,,,,
2022/3/1,0,,,,,,,,,,,,,
2022/3/1,50,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,1038,,,,,,,,,,,,,
2021/11/8,861,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,51,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,25,,,,,,,,,,,,,
2022/4/19,49,,,,,,,,,,,,,
2021/12/27,100,,,,,,,,,,,,,
2022/4/6,448,,,,,,,,,,,,,
2022/4/6,25,,,,,,,,,,,,,
2022/4/6,75,,,,,,,,,,,,,
2022/4/6,116,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2022/4/6,334,,,,,,,,,,,,,
2022/4/6,823,,,,,,,,,,,,,
2022/4/6,195,,,,,,,,,,,,,
2021/11/13,21,,,,,,,,,,,,,
2021/11/13,369,,,,,,,,,,,,,
2021/11/13,25,,,,,,,,,,,,,
2021/11/13,1699,,,,,,,,,,,,,
2021/11/13,775,,,,,,,,,,,,,
2021/11/6,325,,,,,,,,,,,,,
2021/10/9,125,,,,,,,,,,,,,
2021/10/9,125,,,,,,,,,,,,,
2021/10/9,419,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,548,,,,,,,,,,,,,
2021/11/8,189,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/12/27,64,,,,,,,,,,,,,
2021/12/27,0,,,,,,,,,,,,,
2022/4/6,78,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2022/4/6,0,,,,,,,,,,,,,
2021/11/13,440,,,,,,,,,,,,,
2021/11/13,25,,,,,,,,,,,,,
2021/11/13,121,,,,,,,,,,,,,
2021/11/6,1571,,,,,,,,,,,,,
2021/11/6,533,,,,,,,,,,,,,
2021/11/6,75,,,,,,,,,,,,,
2021/11/6,0,,,,,,,,,,,,,
2021/11/6,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/12/27,224,,,,,,,,,,,,,
2021/12/27,587,,,,,,,,,,,,,
2021/12/27,174,,,,,,,,,,,,,
2021/12/27,124,,,,,,,,,,,,,
2021/10/26,0,,,,,,,,,,,,,
2021/10/9,75,,,,,,,,,,,,,
2021/10/9,200,,,,,,,,,,,,,
2021/10/9,371,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,19,,,,,,,,,,,,,
2021/10/9,25,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,50,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/11/8,148,,,,,,,,,,,,,
2022/3/10,774,,,,,,,,,,,,,
2022/3/10,446,,,,,,,,,,,,,
2022/3/10,0,,,,,,,,,,,,,
2022/3/10,25,,,,,,,,,,,,,
2021/12/27,124,,,,,,,,,,,,,
2021/12/27,0,,,,,,,,,,,,,
2021/12/27,52,,,,,,,,,,,,,
2021/12/27,378,,,,,,,,,,,,,
2021/12/27,0,,,,,,,,,,,,,
2021/11/8,68,,,,,,,,,,,,,
2021/11/8,766,,,,,,,,,,,,,
2021/11/8,771,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/10/26,0,,,,,,,,,,,,,
2021/10/26,50,,,,,,,,,,,,,
2021/10/26,1025,,,,,,,,,,,,,
2021/8/26,621,,,,,,,,,,,,,
2022/3/10,0,,,,,,,,,,,,,
2022/3/10,224,,,,,,,,,,,,,
2022/3/10,21,,,,,,,,,,,,,
2022/3/10,0,,,,,,,,,,,,,
2021/11/8,121,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,325,,,,,,,,,,,,,
2021/11/8,113,,,,,,,,,,,,,
2021/11/8,1012,,,,,,,,,,,,,
2021/9/7,0,,,,,,,,,,,,,
2021/9/7,0,,,,,,,,,,,,,
2021/9/7,73,,,,,,,,,,,,,
2021/9/7,25,,,,,,,,,,,,,
2021/9/7,0,,,,,,,,,,,,,
2021/10/26,50,,,,,,,,,,,,,
2021/10/26,0,,,,,,,,,,,,,
2021/10/26,25,,,,,,,,,,,,,
2021/10/26,365,,,,,,,,,,,,,
2021/10/26,126,,,,,,,,,,,,,
2021/10/26,756,,,,,,,,,,,,,
2021/10/26,100,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,25,,,,,,,,,,,,,
2021/8/26,122,,,,,,,,,,,,,
2022/3/10,452,,,,,,,,,,,,,
2021/11/8,198,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,147,,,,,,,,,,,,,
2021/11/8,230,,,,,,,,,,,,,
2021/11/8,679,,,,,,,,,,,,,
2022/2/24,124,,,,,,,,,,,,,
2021/9/7,50,,,,,,,,,,,,,
2022/1/19,0,,,,,,,,,,,,,
2022/1/19,50,,,,,,,,,,,,,
2022/1/19,75,,,,,,,,,,,,,
2022/1/19,125,,,,,,,,,,,,,
2021/11/2,175,,,,,,,,,,,,,
2021/11/2,0,,,,,,,,,,,,,
2021/11/2,249,,,,,,,,,,,,,
2021/11/2,1000,,,,,,,,,,,,,
2021/11/2,968,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,550,,,,,,,,,,,,,
2021/8/26,24,,,,,,,,,,,,,
